B8130AB3F36EB92770CCF8C556228D0D
CET,CEST
,van,tot, SPT
23-07-2023 12:00,23-07-2023 12:00,23-07-2023 13:00,16.543
23-07-2023 13:00,23-07-2023 13:00,23-07-2023 14:00,16.941
23-07-2023 14:00,23-07-2023 14:00,23-07-2023 15:00,16.251
23-07-2023 15:00,23-07-2023 15:00,23-07-2023 16:00,15.843
23-07-2023 16:00,23-07-2023 16:00,23-07-2023 17:00,14.777
23-07-2023 17:00,23-07-2023 17:00,23-07-2023 18:00,13.088
23-07-2023 18:00,23-07-2023 18:00,23-07-2023 19:00,12.862
23-07-2023 19:00,23-07-2023 19:00,23-07-2023 20:00,11.377
23-07-2023 20:00,23-07-2023 20:00,23-07-2023 21:00,9.974
23-07-2023 21:00,23-07-2023 21:00,23-07-2023 22:00,9.813
23-07-2023 22:00,23-07-2023 22:00,23-07-2023 23:00,9.838
23-07-2023 23:00,23-07-2023 23:00,24-07-2023 00:00,9.700
24-07-2023 00:00,24-07-2023 00:00,24-07-2023 01:00,7.940
24-07-2023 01:00,24-07-2023 01:00,24-07-2023 02:00,8.135
24-07-2023 02:00,24-07-2023 02:00,24-07-2023 03:00,8.259
24-07-2023 03:00,24-07-2023 03:00,24-07-2023 04:00,8.808
24-07-2023 04:00,24-07-2023 04:00,24-07-2023 05:00,9.736
24-07-2023 05:00,24-07-2023 05:00,24-07-2023 06:00,9.707
24-07-2023 06:00,24-07-2023 06:00,24-07-2023 07:00,9.185
24-07-2023 07:00,24-07-2023 07:00,24-07-2023 08:00,10.084
24-07-2023 08:00,24-07-2023 08:00,24-07-2023 09:00,11.098
24-07-2023 09:00,24-07-2023 09:00,24-07-2023 10:00,14.036
24-07-2023 10:00,24-07-2023 10:00,24-07-2023 11:00,14.839
24-07-2023 11:00,24-07-2023 11:00,24-07-2023 12:00,16.022
24-07-2023 12:00,24-07-2023 12:00,24-07-2023 13:00,16.711
24-07-2023 13:00,24-07-2023 13:00,24-07-2023 14:00,16.355
24-07-2023 14:00,24-07-2023 14:00,24-07-2023 15:00,15.791
24-07-2023 15:00,24-07-2023 15:00,24-07-2023 16:00,15.310
24-07-2023 16:00,24-07-2023 16:00,24-07-2023 17:00,14.731
24-07-2023 17:00,24-07-2023 17:00,24-07-2023 18:00,12.154
24-07-2023 18:00,24-07-2023 18:00,24-07-2023 19:00,11.650
24-07-2023 19:00,24-07-2023 19:00,24-07-2023 20:00,11.035
24-07-2023 20:00,24-07-2023 20:00,24-07-2023 21:00,9.433
24-07-2023 21:00,24-07-2023 21:00,24-07-2023 22:00,8.965
24-07-2023 22:00,24-07-2023 22:00,24-07-2023 23:00,8.965
24-07-2023 23:00,24-07-2023 23:00,25-07-2023 00:00,8.230
25-07-2023 00:00,25-07-2023 00:00,25-07-2023 01:00,7.982
25-07-2023 01:00,25-07-2023 01:00,25-07-2023 02:00,8.178
25-07-2023 02:00,25-07-2023 02:00,25-07-2023 03:00,8.296
25-07-2023 03:00,25-07-2023 03:00,25-07-2023 04:00,8.815
25-07-2023 04:00,25-07-2023 04:00,25-07-2023 05:00,9.665
25-07-2023 05:00,25-07-2023 05:00,25-07-2023 06:00,9.655
25-07-2023 06:00,25-07-2023 06:00,25-07-2023 07:00,9.216
25-07-2023 07:00,25-07-2023 07:00,25-07-2023 08:00,10.192
25-07-2023 08:00,25-07-2023 08:00,25-07-2023 09:00,11.304
25-07-2023 09:00,25-07-2023 09:00,25-07-2023 10:00,14.045
25-07-2023 10:00,25-07-2023 10:00,25-07-2023 11:00,14.801
25-07-2023 11:00,25-07-2023 11:00,25-07-2023 12:00,15.842
25-07-2023 12:00,25-07-2023 12:00,25-07-2023 13:00,16.223
25-07-2023 13:00,25-07-2023 13:00,25-07-2023 14:00,15.934
25-07-2023 14:00,25-07-2023 14:00,25-07-2023 15:00,15.452
25-07-2023 15:00,25-07-2023 15:00,25-07-2023 16:00,14.961
25-07-2023 16:00,25-07-2023 16:00,25-07-2023 17:00,14.393
25-07-2023 17:00,25-07-2023 17:00,25-07-2023 18:00,12.147
25-07-2023 18:00,25-07-2023 18:00,25-07-2023 19:00,11.675
25-07-2023 19:00,25-07-2023 19:00,25-07-2023 20:00,11.036
25-07-2023 20:00,25-07-2023 20:00,25-07-2023 21:00,9.478
25-07-2023 21:00,25-07-2023 21:00,25-07-2023 22:00,8.986
25-07-2023 22:00,25-07-2023 22:00,25-07-2023 23:00,8.976
25-07-2023 23:00,25-07-2023 23:00,26-07-2023 00:00,8.256
26-07-2023 00:00,26-07-2023 00:00,26-07-2023 01:00,8.008
26-07-2023 01:00,26-07-2023 01:00,26-07-2023 02:00,8.195
26-07-2023 02:00,26-07-2023 02:00,26-07-2023 03:00,8.292
26-07-2023 03:00,26-07-2023 03:00,26-07-2023 04:00,8.819
26-07-2023 04:00,26-07-2023 04:00,26-07-2023 05:00,9.666
26-07-2023 05:00,26-07-2023 05:00,26-07-2023 06:00,9.621
26-07-2023 06:00,26-07-2023 06:00,26-07-2023 07:00,9.207
26-07-2023 07:00,26-07-2023 07:00,26-07-2023 08:00,10.185
26-07-2023 08:00,26-07-2023 08:00,26-07-2023 09:00,11.275
26-07-2023 09:00,26-07-2023 09:00,26-07-2023 10:00,14.143
26-07-2023 10:00,26-07-2023 10:00,26-07-2023 11:00,15.047
26-07-2023 11:00,26-07-2023 11:00,26-07-2023 12:00,16.166
26-07-2023 12:00,26-07-2023 12:00,26-07-2023 13:00,16.807
26-07-2023 13:00,26-07-2023 13:00,26-07-2023 14:00,16.398
26-07-2023 14:00,26-07-2023 14:00,26-07-2023 15:00,15.886
26-07-2023 15:00,26-07-2023 15:00,26-07-2023 16:00,15.372
26-07-2023 16:00,26-07-2023 16:00,26-07-2023 17:00,14.709
26-07-2023 17:00,26-07-2023 17:00,26-07-2023 18:00,12.247
26-07-2023 18:00,26-07-2023 18:00,26-07-2023 19:00,11.685
26-07-2023 19:00,26-07-2023 19:00,26-07-2023 20:00,11.039
26-07-2023 20:00,26-07-2023 20:00,26-07-2023 21:00,9.435
26-07-2023 21:00,26-07-2023 21:00,26-07-2023 22:00,8.958
26-07-2023 22:00,26-07-2023 22:00,26-07-2023 23:00,8.958
26-07-2023 23:00,26-07-2023 23:00,27-07-2023 00:00,8.237
27-07-2023 00:00,27-07-2023 00:00,27-07-2023 01:00,7.973
27-07-2023 01:00,27-07-2023 01:00,27-07-2023 02:00,8.169
27-07-2023 02:00,27-07-2023 02:00,27-07-2023 03:00,8.289
27-07-2023 03:00,27-07-2023 03:00,27-07-2023 04:00,8.813
27-07-2023 04:00,27-07-2023 04:00,27-07-2023 05:00,9.725
27-07-2023 05:00,27-07-2023 05:00,27-07-2023 06:00,9.704
27-07-2023 06:00,27-07-2023 06:00,27-07-2023 07:00,9.201
27-07-2023 07:00,27-07-2023 07:00,27-07-2023 08:00,10.118
27-07-2023 08:00,27-07-2023 08:00,27-07-2023 09:00,11.151
27-07-2023 09:00,27-07-2023 09:00,27-07-2023 10:00,14.084
27-07-2023 10:00,27-07-2023 10:00,27-07-2023 11:00,14.842
27-07-2023 11:00,27-07-2023 11:00,27-07-2023 12:00,16.092
27-07-2023 12:00,27-07-2023 12:00,27-07-2023 13:00,16.594
27-07-2023 13:00,27-07-2023 13:00,27-07-2023 14:00,16.234
27-07-2023 14:00,27-07-2023 14:00,27-07-2023 15:00,15.652
27-07-2023 15:00,27-07-2023 15:00,27-07-2023 16:00,15.281
27-07-2023 16:00,27-07-2023 16:00,27-07-2023 17:00,14.655
27-07-2023 17:00,27-07-2023 17:00,27-07-2023 18:00,12.125
27-07-2023 18:00,27-07-2023 18:00,27-07-2023 19:00,11.617
27-07-2023 19:00,27-07-2023 19:00,27-07-2023 20:00,11.031
27-07-2023 20:00,27-07-2023 20:00,27-07-2023 21:00,9.474
27-07-2023 21:00,27-07-2023 21:00,27-07-2023 22:00,8.990
27-07-2023 22:00,27-07-2023 22:00,27-07-2023 23:00,8.988
27-07-2023 23:00,27-07-2023 23:00,28-07-2023 00:00,8.255
28-07-2023 00:00,28-07-2023 00:00,28-07-2023 01:00,8.024
28-07-2023 01:00,28-07-2023 01:00,28-07-2023 02:00,8.213
28-07-2023 02:00,28-07-2023 02:00,28-07-2023 03:00,8.326
28-07-2023 03:00,28-07-2023 03:00,28-07-2023 04:00,8.853
28-07-2023 04:00,28-07-2023 04:00,28-07-2023 05:00,9.706
28-07-2023 05:00,28-07-2023 05:00,28-07-2023 06:00,9.649
28-07-2023 06:00,28-07-2023 06:00,28-07-2023 07:00,9.218
28-07-2023 07:00,28-07-2023 07:00,28-07-2023 08:00,10.176
28-07-2023 08:00,28-07-2023 08:00,28-07-2023 09:00,11.238
28-07-2023 09:00,28-07-2023 09:00,28-07-2023 10:00,14.334
28-07-2023 10:00,28-07-2023 10:00,28-07-2023 11:00,15.082
28-07-2023 11:00,28-07-2023 11:00,28-07-2023 12:00,16.258
28-07-2023 12:00,28-07-2023 12:00,28-07-2023 13:00,16.888
28-07-2023 13:00,28-07-2023 13:00,28-07-2023 14:00,16.525
28-07-2023 14:00,28-07-2023 14:00,28-07-2023 15:00,15.860
28-07-2023 15:00,28-07-2023 15:00,28-07-2023 16:00,15.485
28-07-2023 16:00,28-07-2023 16:00,28-07-2023 17:00,14.888
28-07-2023 17:00,28-07-2023 17:00,28-07-2023 18:00,12.222
28-07-2023 18:00,28-07-2023 18:00,28-07-2023 19:00,11.692
28-07-2023 19:00,28-07-2023 19:00,28-07-2023 20:00,11.071
28-07-2023 20:00,28-07-2023 20:00,28-07-2023 21:00,9.451
28-07-2023 21:00,28-07-2023 21:00,28-07-2023 22:00,8.969
28-07-2023 22:00,28-07-2023 22:00,28-07-2023 23:00,8.977
28-07-2023 23:00,28-07-2023 23:00,29-07-2023 00:00,8.233
29-07-2023 00:00,29-07-2023 00:00,29-07-2023 01:00,8.605
29-07-2023 01:00,29-07-2023 01:00,29-07-2023 02:00,8.977
29-07-2023 02:00,29-07-2023 02:00,29-07-2023 03:00,8.849
29-07-2023 03:00,29-07-2023 03:00,29-07-2023 04:00,8.702
29-07-2023 04:00,29-07-2023 04:00,29-07-2023 05:00,8.272
29-07-2023 05:00,29-07-2023 05:00,29-07-2023 06:00,8.578
29-07-2023 06:00,29-07-2023 06:00,29-07-2023 07:00,9.404
29-07-2023 07:00,29-07-2023 07:00,29-07-2023 08:00,8.097
29-07-2023 08:00,29-07-2023 08:00,29-07-2023 09:00,10.383
29-07-2023 09:00,29-07-2023 09:00,29-07-2023 10:00,11.403
29-07-2023 10:00,29-07-2023 10:00,29-07-2023 11:00,14.513
29-07-2023 11:00,29-07-2023 11:00,29-07-2023 12:00,15.459
29-07-2023 12:00,29-07-2023 12:00,29-07-2023 13:00,16.540
29-07-2023 13:00,29-07-2023 13:00,29-07-2023 14:00,16.403
29-07-2023 14:00,29-07-2023 14:00,29-07-2023 15:00,17.236
29-07-2023 15:00,29-07-2023 15:00,29-07-2023 16:00,17.712
29-07-2023 16:00,29-07-2023 16:00,29-07-2023 17:00,16.166
29-07-2023 17:00,29-07-2023 17:00,29-07-2023 18:00,13.929
29-07-2023 18:00,29-07-2023 18:00,29-07-2023 19:00,11.529
29-07-2023 19:00,29-07-2023 19:00,29-07-2023 20:00,10.935
29-07-2023 20:00,29-07-2023 20:00,29-07-2023 21:00,8.990
29-07-2023 21:00,29-07-2023 21:00,29-07-2023 22:00,8.576
29-07-2023 22:00,29-07-2023 22:00,29-07-2023 23:00,8.410
29-07-2023 23:00,29-07-2023 23:00,30-07-2023 00:00,8.793
30-07-2023 00:00,30-07-2023 00:00,30-07-2023 01:00,8.659
30-07-2023 01:00,30-07-2023 01:00,30-07-2023 02:00,8.818
30-07-2023 02:00,30-07-2023 02:00,30-07-2023 03:00,8.497
30-07-2023 03:00,30-07-2023 03:00,30-07-2023 04:00,8.937
30-07-2023 04:00,30-07-2023 04:00,30-07-2023 05:00,8.072
30-07-2023 05:00,30-07-2023 05:00,30-07-2023 06:00,8.571
30-07-2023 06:00,30-07-2023 06:00,30-07-2023 07:00,8.994
30-07-2023 07:00,30-07-2023 07:00,30-07-2023 08:00,11.772
30-07-2023 08:00,30-07-2023 08:00,30-07-2023 09:00,11.149
30-07-2023 09:00,30-07-2023 09:00,30-07-2023 10:00,12.330
30-07-2023 10:00,30-07-2023 10:00,30-07-2023 11:00,16.507
30-07-2023 11:00,30-07-2023 11:00,30-07-2023 12:00,17.332
30-07-2023 12:00,30-07-2023 12:00,30-07-2023 13:00,16.802
30-07-2023 13:00,30-07-2023 13:00,30-07-2023 14:00,17.037
30-07-2023 14:00,30-07-2023 14:00,30-07-2023 15:00,16.268
30-07-2023 15:00,30-07-2023 15:00,30-07-2023 16:00,15.992
30-07-2023 16:00,30-07-2023 16:00,30-07-2023 17:00,14.910
30-07-2023 17:00,30-07-2023 17:00,30-07-2023 18:00,13.249
30-07-2023 18:00,30-07-2023 18:00,30-07-2023 19:00,12.909
30-07-2023 19:00,30-07-2023 19:00,30-07-2023 20:00,11.425
30-07-2023 20:00,30-07-2023 20:00,30-07-2023 21:00,10.000
30-07-2023 21:00,30-07-2023 21:00,30-07-2023 22:00,9.766
30-07-2023 22:00,30-07-2023 22:00,30-07-2023 23:00,9.773
30-07-2023 23:00,30-07-2023 23:00,31-07-2023 00:00,9.610
31-07-2023 00:00,31-07-2023 00:00,31-07-2023 01:00,7.950
31-07-2023 01:00,31-07-2023 01:00,31-07-2023 02:00,8.117
31-07-2023 02:00,31-07-2023 02:00,31-07-2023 03:00,8.213
31-07-2023 03:00,31-07-2023 03:00,31-07-2023 04:00,8.689
31-07-2023 04:00,31-07-2023 04:00,31-07-2023 05:00,9.500
31-07-2023 05:00,31-07-2023 05:00,31-07-2023 06:00,9.485
31-07-2023 06:00,31-07-2023 06:00,31-07-2023 07:00,9.097
31-07-2023 07:00,31-07-2023 07:00,31-07-2023 08:00,10.095
31-07-2023 08:00,31-07-2023 08:00,31-07-2023 09:00,11.174
31-07-2023 09:00,31-07-2023 09:00,31-07-2023 10:00,13.861
31-07-2023 10:00,31-07-2023 10:00,31-07-2023 11:00,14.615
31-07-2023 11:00,31-07-2023 11:00,31-07-2023 12:00,15.753
31-07-2023 12:00,31-07-2023 12:00,31-07-2023 13:00,16.229
31-07-2023 13:00,31-07-2023 13:00,31-07-2023 14:00,16.028
31-07-2023 14:00,31-07-2023 14:00,31-07-2023 15:00,15.628
31-07-2023 15:00,31-07-2023 15:00,31-07-2023 16:00,15.138
31-07-2023 16:00,31-07-2023 16:00,31-07-2023 17:00,14.710
31-07-2023 17:00,31-07-2023 17:00,31-07-2023 18:00,12.255
31-07-2023 18:00,31-07-2023 18:00,31-07-2023 19:00,11.724
31-07-2023 19:00,31-07-2023 19:00,31-07-2023 20:00,11.114
31-07-2023 20:00,31-07-2023 20:00,31-07-2023 21:00,9.479
31-07-2023 21:00,31-07-2023 21:00,31-07-2023 22:00,8.985
31-07-2023 22:00,31-07-2023 22:00,31-07-2023 23:00,8.976
31-07-2023 23:00,31-07-2023 23:00,01-08-2023 00:00,8.222
01-08-2023 00:00,01-08-2023 00:00,01-08-2023 01:00,8.011
01-08-2023 01:00,01-08-2023 01:00,01-08-2023 02:00,8.197
01-08-2023 02:00,01-08-2023 02:00,01-08-2023 03:00,8.288
01-08-2023 03:00,01-08-2023 03:00,01-08-2023 04:00,8.798
01-08-2023 04:00,01-08-2023 04:00,01-08-2023 05:00,9.579
01-08-2023 05:00,01-08-2023 05:00,01-08-2023 06:00,9.555
01-08-2023 06:00,01-08-2023 06:00,01-08-2023 07:00,9.181
01-08-2023 07:00,01-08-2023 07:00,01-08-2023 08:00,10.249
01-08-2023 08:00,01-08-2023 08:00,01-08-2023 09:00,11.333
01-08-2023 09:00,01-08-2023 09:00,01-08-2023 10:00,14.481
01-08-2023 10:00,01-08-2023 10:00,01-08-2023 11:00,15.191
01-08-2023 11:00,01-08-2023 11:00,01-08-2023 12:00,16.406
01-08-2023 12:00,01-08-2023 12:00,01-08-2023 13:00,16.957
01-08-2023 13:00,01-08-2023 13:00,01-08-2023 14:00,16.583
01-08-2023 14:00,01-08-2023 14:00,01-08-2023 15:00,16.073
01-08-2023 15:00,01-08-2023 15:00,01-08-2023 16:00,15.635
01-08-2023 16:00,01-08-2023 16:00,01-08-2023 17:00,14.980
01-08-2023 17:00,01-08-2023 17:00,01-08-2023 18:00,12.271
01-08-2023 18:00,01-08-2023 18:00,01-08-2023 19:00,11.744
01-08-2023 19:00,01-08-2023 19:00,01-08-2023 20:00,11.122
01-08-2023 20:00,01-08-2023 20:00,01-08-2023 21:00,9.479
01-08-2023 21:00,01-08-2023 21:00,01-08-2023 22:00,9.003
01-08-2023 22:00,01-08-2023 22:00,01-08-2023 23:00,9.012
01-08-2023 23:00,01-08-2023 23:00,02-08-2023 00:00,8.256
02-08-2023 00:00,02-08-2023 00:00,02-08-2023 01:00,8.024
02-08-2023 01:00,02-08-2023 01:00,02-08-2023 02:00,8.227
02-08-2023 02:00,02-08-2023 02:00,02-08-2023 03:00,8.358
02-08-2023 03:00,02-08-2023 03:00,02-08-2023 04:00,8.921
02-08-2023 04:00,02-08-2023 04:00,02-08-2023 05:00,9.848
02-08-2023 05:00,02-08-2023 05:00,02-08-2023 06:00,9.779
02-08-2023 06:00,02-08-2023 06:00,02-08-2023 07:00,9.303
02-08-2023 07:00,02-08-2023 07:00,02-08-2023 08:00,10.272
02-08-2023 08:00,02-08-2023 08:00,02-08-2023 09:00,11.353
02-08-2023 09:00,02-08-2023 09:00,02-08-2023 10:00,14.581
02-08-2023 10:00,02-08-2023 10:00,02-08-2023 11:00,15.305
02-08-2023 11:00,02-08-2023 11:00,02-08-2023 12:00,16.450
02-08-2023 12:00,02-08-2023 12:00,02-08-2023 13:00,16.946
02-08-2023 13:00,02-08-2023 13:00,02-08-2023 14:00,16.508
02-08-2023 14:00,02-08-2023 14:00,02-08-2023 15:00,15.917
02-08-2023 15:00,02-08-2023 15:00,02-08-2023 16:00,15.539
02-08-2023 16:00,02-08-2023 16:00,02-08-2023 17:00,14.875
02-08-2023 17:00,02-08-2023 17:00,02-08-2023 18:00,12.271
02-08-2023 18:00,02-08-2023 18:00,02-08-2023 19:00,11.744
02-08-2023 19:00,02-08-2023 19:00,02-08-2023 20:00,11.122
02-08-2023 20:00,02-08-2023 20:00,02-08-2023 21:00,9.479
02-08-2023 21:00,02-08-2023 21:00,02-08-2023 22:00,9.003
02-08-2023 22:00,02-08-2023 22:00,02-08-2023 23:00,9.012
02-08-2023 23:00,02-08-2023 23:00,03-08-2023 00:00,8.256
03-08-2023 00:00,03-08-2023 00:00,03-08-2023 01:00,8.024
03-08-2023 01:00,03-08-2023 01:00,03-08-2023 02:00,8.227
03-08-2023 02:00,03-08-2023 02:00,03-08-2023 03:00,8.358
03-08-2023 03:00,03-08-2023 03:00,03-08-2023 04:00,8.921
03-08-2023 04:00,03-08-2023 04:00,03-08-2023 05:00,9.838
03-08-2023 05:00,03-08-2023 05:00,03-08-2023 06:00,9.809
03-08-2023 06:00,03-08-2023 06:00,03-08-2023 07:00,9.293
03-08-2023 07:00,03-08-2023 07:00,03-08-2023 08:00,10.272
03-08-2023 08:00,03-08-2023 08:00,03-08-2023 09:00,11.360
03-08-2023 09:00,03-08-2023 09:00,03-08-2023 10:00,14.555
03-08-2023 10:00,03-08-2023 10:00,03-08-2023 11:00,15.194
03-08-2023 11:00,03-08-2023 11:00,03-08-2023 12:00,16.261
03-08-2023 12:00,03-08-2023 12:00,03-08-2023 13:00,16.748
03-08-2023 13:00,03-08-2023 13:00,03-08-2023 14:00,16.560
03-08-2023 14:00,03-08-2023 14:00,03-08-2023 15:00,15.908
03-08-2023 15:00,03-08-2023 15:00,03-08-2023 16:00,15.496
03-08-2023 16:00,03-08-2023 16:00,03-08-2023 17:00,14.871
03-08-2023 17:00,03-08-2023 17:00,03-08-2023 18:00,12.271
03-08-2023 18:00,03-08-2023 18:00,03-08-2023 19:00,11.744
03-08-2023 19:00,03-08-2023 19:00,03-08-2023 20:00,11.122
03-08-2023 20:00,03-08-2023 20:00,03-08-2023 21:00,9.479
03-08-2023 21:00,03-08-2023 21:00,03-08-2023 22:00,9.003
03-08-2023 22:00,03-08-2023 22:00,03-08-2023 23:00,9.012
03-08-2023 23:00,03-08-2023 23:00,04-08-2023 00:00,8.256
04-08-2023 00:00,04-08-2023 00:00,04-08-2023 01:00,8.024
04-08-2023 01:00,04-08-2023 01:00,04-08-2023 02:00,8.227
04-08-2023 02:00,04-08-2023 02:00,04-08-2023 03:00,8.358
04-08-2023 03:00,04-08-2023 03:00,04-08-2023 04:00,8.921
04-08-2023 04:00,04-08-2023 04:00,04-08-2023 05:00,9.819
04-08-2023 05:00,04-08-2023 05:00,04-08-2023 06:00,9.804
04-08-2023 06:00,04-08-2023 06:00,04-08-2023 07:00,9.300
04-08-2023 07:00,04-08-2023 07:00,04-08-2023 08:00,10.272
04-08-2023 08:00,04-08-2023 08:00,04-08-2023 09:00,11.358
04-08-2023 09:00,04-08-2023 09:00,04-08-2023 10:00,14.378
04-08-2023 10:00,04-08-2023 10:00,04-08-2023 11:00,15.272
04-08-2023 11:00,04-08-2023 11:00,04-08-2023 12:00,16.377
04-08-2023 12:00,04-08-2023 12:00,04-08-2023 13:00,16.873
04-08-2023 13:00,04-08-2023 13:00,04-08-2023 14:00,16.595
04-08-2023 14:00,04-08-2023 14:00,04-08-2023 15:00,16.061
04-08-2023 15:00,04-08-2023 15:00,04-08-2023 16:00,15.614
04-08-2023 16:00,04-08-2023 16:00,04-08-2023 17:00,14.987
04-08-2023 17:00,04-08-2023 17:00,04-08-2023 18:00,12.271
04-08-2023 18:00,04-08-2023 18:00,04-08-2023 19:00,11.744
04-08-2023 19:00,04-08-2023 19:00,04-08-2023 20:00,11.122
04-08-2023 20:00,04-08-2023 20:00,04-08-2023 21:00,9.479
04-08-2023 21:00,04-08-2023 21:00,04-08-2023 22:00,9.003
04-08-2023 22:00,04-08-2023 22:00,04-08-2023 23:00,9.012
04-08-2023 23:00,04-08-2023 23:00,05-08-2023 00:00,8.256
05-08-2023 00:00,05-08-2023 00:00,05-08-2023 01:00,8.646
05-08-2023 01:00,05-08-2023 01:00,05-08-2023 02:00,9.038
05-08-2023 02:00,05-08-2023 02:00,05-08-2023 03:00,8.910
05-08-2023 03:00,05-08-2023 03:00,05-08-2023 04:00,8.766
05-08-2023 04:00,05-08-2023 04:00,05-08-2023 05:00,8.315
05-08-2023 05:00,05-08-2023 05:00,05-08-2023 06:00,8.641
05-08-2023 06:00,05-08-2023 06:00,05-08-2023 07:00,9.487
05-08-2023 07:00,05-08-2023 07:00,05-08-2023 08:00,8.110
05-08-2023 08:00,05-08-2023 08:00,05-08-2023 09:00,10.429
05-08-2023 09:00,05-08-2023 09:00,05-08-2023 10:00,11.502
05-08-2023 10:00,05-08-2023 10:00,05-08-2023 11:00,14.826
05-08-2023 11:00,05-08-2023 11:00,05-08-2023 12:00,15.898
05-08-2023 12:00,05-08-2023 12:00,05-08-2023 13:00,17.053
05-08-2023 13:00,05-08-2023 13:00,05-08-2023 14:00,16.701
05-08-2023 14:00,05-08-2023 14:00,05-08-2023 15:00,17.586
05-08-2023 15:00,05-08-2023 15:00,05-08-2023 16:00,18.284
05-08-2023 16:00,05-08-2023 16:00,05-08-2023 17:00,16.425
05-08-2023 17:00,05-08-2023 17:00,05-08-2023 18:00,14.030
05-08-2023 18:00,05-08-2023 18:00,05-08-2023 19:00,11.557
05-08-2023 19:00,05-08-2023 19:00,05-08-2023 20:00,11.029
05-08-2023 20:00,05-08-2023 20:00,05-08-2023 21:00,9.013
05-08-2023 21:00,05-08-2023 21:00,05-08-2023 22:00,8.599
05-08-2023 22:00,05-08-2023 22:00,05-08-2023 23:00,8.439
05-08-2023 23:00,05-08-2023 23:00,06-08-2023 00:00,8.848
06-08-2023 00:00,06-08-2023 00:00,06-08-2023 01:00,8.720
06-08-2023 01:00,06-08-2023 01:00,06-08-2023 02:00,8.868
06-08-2023 02:00,06-08-2023 02:00,06-08-2023 03:00,8.567
06-08-2023 03:00,06-08-2023 03:00,06-08-2023 04:00,8.959
06-08-2023 04:00,06-08-2023 04:00,06-08-2023 05:00,8.124
06-08-2023 05:00,06-08-2023 05:00,06-08-2023 06:00,8.625
06-08-2023 06:00,06-08-2023 06:00,06-08-2023 07:00,9.044
06-08-2023 07:00,06-08-2023 07:00,06-08-2023 08:00,11.891
06-08-2023 08:00,06-08-2023 08:00,06-08-2023 09:00,11.190
06-08-2023 09:00,06-08-2023 09:00,06-08-2023 10:00,12.425
06-08-2023 10:00,06-08-2023 10:00,06-08-2023 11:00,17.125
06-08-2023 11:00,06-08-2023 11:00,06-08-2023 12:00,17.987
06-08-2023 12:00,06-08-2023 12:00,06-08-2023 13:00,17.051
06-08-2023 13:00,06-08-2023 13:00,06-08-2023 14:00,17.312
06-08-2023 14:00,06-08-2023 14:00,06-08-2023 15:00,16.713
06-08-2023 15:00,06-08-2023 15:00,06-08-2023 16:00,16.282
06-08-2023 16:00,06-08-2023 16:00,06-08-2023 17:00,15.156
06-08-2023 17:00,06-08-2023 17:00,06-08-2023 18:00,13.309
06-08-2023 18:00,06-08-2023 18:00,06-08-2023 19:00,13.114
06-08-2023 19:00,06-08-2023 19:00,06-08-2023 20:00,11.550
06-08-2023 20:00,06-08-2023 20:00,06-08-2023 21:00,10.066
06-08-2023 21:00,06-08-2023 21:00,06-08-2023 22:00,9.876
06-08-2023 22:00,06-08-2023 22:00,06-08-2023 23:00,9.933
06-08-2023 23:00,06-08-2023 23:00,07-08-2023 00:00,9.775
07-08-2023 00:00,07-08-2023 00:00,07-08-2023 01:00,7.993
07-08-2023 01:00,07-08-2023 01:00,07-08-2023 02:00,8.174
07-08-2023 02:00,07-08-2023 02:00,07-08-2023 03:00,8.315
07-08-2023 03:00,07-08-2023 03:00,07-08-2023 04:00,8.845
07-08-2023 04:00,07-08-2023 04:00,07-08-2023 05:00,9.711
07-08-2023 05:00,07-08-2023 05:00,07-08-2023 06:00,9.696
07-08-2023 06:00,07-08-2023 06:00,07-08-2023 07:00,9.191
07-08-2023 07:00,07-08-2023 07:00,07-08-2023 08:00,10.169
07-08-2023 08:00,07-08-2023 08:00,07-08-2023 09:00,11.263
07-08-2023 09:00,07-08-2023 09:00,07-08-2023 10:00,14.272
07-08-2023 10:00,07-08-2023 10:00,07-08-2023 11:00,15.045
07-08-2023 11:00,07-08-2023 11:00,07-08-2023 12:00,16.163
07-08-2023 12:00,07-08-2023 12:00,07-08-2023 13:00,16.626
07-08-2023 13:00,07-08-2023 13:00,07-08-2023 14:00,16.404
07-08-2023 14:00,07-08-2023 14:00,07-08-2023 15:00,15.811
07-08-2023 15:00,07-08-2023 15:00,07-08-2023 16:00,15.219
07-08-2023 16:00,07-08-2023 16:00,07-08-2023 17:00,14.728
07-08-2023 17:00,07-08-2023 17:00,07-08-2023 18:00,12.256
07-08-2023 18:00,07-08-2023 18:00,07-08-2023 19:00,11.709
07-08-2023 19:00,07-08-2023 19:00,07-08-2023 20:00,11.069
07-08-2023 20:00,07-08-2023 20:00,07-08-2023 21:00,9.450
07-08-2023 21:00,07-08-2023 21:00,07-08-2023 22:00,8.981
07-08-2023 22:00,07-08-2023 22:00,07-08-2023 23:00,8.981
07-08-2023 23:00,07-08-2023 23:00,08-08-2023 00:00,8.242
08-08-2023 00:00,08-08-2023 00:00,08-08-2023 01:00,7.996
08-08-2023 01:00,08-08-2023 01:00,08-08-2023 02:00,8.194
08-08-2023 02:00,08-08-2023 02:00,08-08-2023 03:00,8.334
08-08-2023 03:00,08-08-2023 03:00,08-08-2023 04:00,8.878
08-08-2023 04:00,08-08-2023 04:00,08-08-2023 05:00,9.733
