Emissiecode,Emissieoorzaak,Gascode,Gasnaam,CRF code,Emissiecode_Gascode,ETM categorie,
240102,"Visserij, diepzeetrawlers",205,Distikstofoxide,1.A.3,240102_205,energetic_emissions_other_ghg_transport,
240103,"Visserij, Nederlandse kottervisserij en binnenvisserij",205,Distikstofoxide,1.A.3,240103_205,energetic_emissions_other_ghg_transport,
230005,Binnenvaart passagiers- en veerboten,205,Distikstofoxide,1.A.3,230005_205,energetic_emissions_other_ghg_transport,
230002,Binnenvaart nationaal,204,Koolstofdioxide,1.A.3,230002_204,"NA (energetische emissies, volgt uit energiegebruik)",
230003,Binnenvaart nationaal duwvaart,204,Koolstofdioxide,1.A.3,230003_204,"NA (energetische emissies, volgt uit energiegebruik)",
230005,Binnenvaart passagiers- en veerboten,204,Koolstofdioxide,1.A.3,230005_204,"NA (energetische emissies, volgt uit energiegebruik)",
240101,"Visserij, buitenlandse viskotters",204,Koolstofdioxide,1.A.3,240101_204,"NA (energetische emissies, volgt uit energiegebruik)",
240102,"Visserij, diepzeetrawlers",204,Koolstofdioxide,1.A.3,240102_204,"NA (energetische emissies, volgt uit energiegebruik)",
240103,"Visserij, Nederlandse kottervisserij en binnenvisserij",204,Koolstofdioxide,1.A.3,240103_204,"NA (energetische emissies, volgt uit energiegebruik)",
230005,Binnenvaart passagiers- en veerboten,204,Koolstofdioxide,1.A.3,230005_204,"NA (energetische emissies, volgt uit energiegebruik)",
8913100,SBI 20.2: Chemische bestrijdingsmiddelenindustrie,205,Distikstofoxide,2.B,8913100_205,non_energetic_emissions_other_ghg_chemical_industry,
T100201,SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie,205,Distikstofoxide,1.A.2,T100201_205,energetic_emissions_other_ghg_industry,
T100600,"SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren",205,Distikstofoxide,1.A.2,T100600_205,energetic_emissions_other_ghg_industry,
T100901,SBI 24 (per bedrijf): Vervaardiging van metalen in primaire vorm,205,Distikstofoxide,1.A.2,T100901_205,energetic_emissions_other_ghg_industry,
T101001,SBI 35.111 (per bedrijf): Elektriciteitsproduktie,205,Distikstofoxide,1.A.2,T101001_205,energetic_emissions_other_ghg_industry,
T101100,SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten,205,Distikstofoxide,2.B,T101100_205,non_energetic_emissions_other_ghg_chemical_industry,
T101300,"SBI 52.10/52.24 (per bedrijf): Laad-, los- en overslagactiviteiten en opslag",523,Methaan,1.A.2,T101300_523,energetic_emissions_other_ghg_industry,
T101300,"SBI 52.10/52.24 (per bedrijf): Laad-, los- en overslagactiviteiten en opslag",696,HFK-32 (Difluor-Methaan),1.A.2,T101300_696,energetic_emissions_other_ghg_industry,
T101702,SBI 20.5 (per bedrijf): Overige chemische producten,205,Distikstofoxide,2.B,T101702_205,non_energetic_emissions_other_ghg_chemical_industry,
T102100,"SBI 17.1 (per bedrijf): Vervaardiging van papierpulp, papier en karton",205,Distikstofoxide,1.A.2,T102100_205,energetic_emissions_other_ghg_industry,
T102102,SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie,205,Distikstofoxide,1.A.2,T102102_205,energetic_emissions_other_ghg_industry,
T102200,SBI 17.2 (per bedrijf): Vervaardiging van papier- en kartonwaren,205,Distikstofoxide,1.A.2,T102200_205,energetic_emissions_other_ghg_industry,
T102201,SBI 19.201 (per bedrijf): Aardolieraffinage,205,Distikstofoxide,2.B,T102201_205,non_energetic_emissions_other_ghg_chemical_industry,
T102201,SBI 19.201 (per bedrijf): Aardolieraffinage,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2.B,T102201_687,non_energetic_emissions_other_ghg_chemical_industry,
T102201,SBI 19.201 (per bedrijf): Aardolieraffinage,696,HFK-32 (Difluor-Methaan),2.B,T102201_696,non_energetic_emissions_other_ghg_chemical_industry,
T102201,SBI 19.201 (per bedrijf): Aardolieraffinage,904,HFK-125 (Pentafluorethaan),2.B,T102201_904,non_energetic_emissions_other_ghg_chemical_industry,
T102201,SBI 19.201 (per bedrijf): Aardolieraffinage,906,"HFK-143a (1,1,1-Trifluorethaan)",2.B,T102201_906,non_energetic_emissions_other_ghg_chemical_industry,
T102202,"SBI 24.1-24.3 (per bedrijf): Basismetaalindustrie, verwerking en vervaardiging ijzer en staal",205,Distikstofoxide,1.A.2,T102202_205,energetic_emissions_other_ghg_industry,
T102300,"SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen",205,Distikstofoxide,1.A.2,T102300_205,energetic_emissions_other_ghg_industry,
T102501,SBI 20.141 (per bedrijf): Vervaardiging van petrochemische producten,205,Distikstofoxide,2.B,T102501_205,non_energetic_emissions_other_ghg_chemical_industry,
T102700,SBI 20.15 (per bedrijf): Vervaardiging van kunstmeststoffen en stikstofverbindingen,205,Distikstofoxide,2.B,T102700_205,non_energetic_emissions_other_ghg_chemical_industry,
T102800,SBI 20.16 (per bedrijf): Vervaardiging van kunststof in primaire vorm,205,Distikstofoxide,2.B,T102800_205,non_energetic_emissions_other_ghg_chemical_industry,
T103000,"SBI 20.3 (per bedrijf): Vervaardiging van verf, lak, vernis, inkt en mastiek",205,Distikstofoxide,2.B,T103000_205,non_energetic_emissions_other_ghg_chemical_industry,
T103101,SBI 20.41 (per bedrijf): Vervaardiging van was- en schoonmaakmiddelen,204,Koolstofdioxide,2.B,T103101_204,non_energetic_emissions_other_ghg_chemical_industry,
T103700,SBI 20.6 (per bedrijf): Vervaardiging van synthetische en kunstmatige vezels,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2.B,T103700_687,non_energetic_emissions_other_ghg_chemical_industry,
T103900,"SBI 49-53 (per bedrijf): Transport, communicatie",205,Distikstofoxide,1.A.2,T103900_205,energetic_emissions_other_ghg_industry,
T103900,"SBI 49-53 (per bedrijf): Transport, communicatie",523,Methaan,1.A.2,T103900_523,energetic_emissions_other_ghg_industry,
T104201,"SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's",205,Distikstofoxide,1.A.1,T104201_205,energetic_emissions_other_ghg_energy,
T104702,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, aluminium",908,PFK 14 (Perfluormethaan),2.C,T104702_908,non_energetic_emissions_other_ghg_other_industry,
T104702,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, aluminium",909,PFK 116 (Perfluorethaan),2.C,T104702_909,non_energetic_emissions_other_ghg_other_industry,
T105200,SBI 10.4 (per bedrijf): produktie oliën en vetten,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2.D,T105200_687,non_energetic_emissions_other_ghg_other_industry,
T106100,SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof,205,Distikstofoxide,1.A.2,T106100_205,energetic_emissions_other_ghg_industry,
T106200,SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw),205,Distikstofoxide,1.A.2,T106200_205,energetic_emissions_other_ghg_industry,
T106600,SBI 29 (per bedrijf): Auto-industrie,205,Distikstofoxide,1.A.2,T106600_205,energetic_emissions_other_ghg_industry,
T107200,SBI 41-43 (per bedrijf): Bouwnijverheid,205,Distikstofoxide,1.A.2,T107200_205,energetic_emissions_other_ghg_industry,
T107601,"SBI 59/60/90/91/93/96 (per bedrijf): Cultuur, sport, recreatie en overige dienstverlening",204,Koolstofdioxide,1.A.4.a,T107601_204,"NA (energetische emissies, volgt uit energiegebruik)",
T107601,"SBI 59/60/90/91/93/96 (per bedrijf): Cultuur, sport, recreatie en overige dienstverlening",687,"HFK-134a (1,1,1,2-tetrafluorethaan)",1.A.4.a,T107601_687,energetic_emissions_other_ghg_buildings,
T107601,"SBI 59/60/90/91/93/96 (per bedrijf): Cultuur, sport, recreatie en overige dienstverlening",908,PFK 14 (Perfluormethaan),1.A.4.a,T107601_908,energetic_emissions_other_ghg_buildings,
T108500,SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas,205,Distikstofoxide,1.A.1,T108500_205,energetic_emissions_other_ghg_energy,
T109000,"SBI 16 (per bedrijf): Houtindustrie en vervaardiging van artikelen van hout, kurk, riet en vlechtwerk (geen meubels)",205,Distikstofoxide,1.A.2,T109000_205,energetic_emissions_other_ghg_industry,
T111201,SBI 38.2 (per bedrijf): Behandeling van afval,205,Distikstofoxide,1.A.2,T111201_205,energetic_emissions_other_ghg_industry,
T111300,SBI 37 (per bedrijf): Afvalwaterinzameling en -behandeling,204,Koolstofdioxide,5.D,T111300_204,non_energetic_emissions_co2_waste_management,
T104702,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, aluminium",205,Distikstofoxide,1.A.2,T104702_205,energetic_emissions_other_ghg_industry,
T104704,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, koper",205,Distikstofoxide,1.A.2,T104704_205,energetic_emissions_other_ghg_industry,
102001,"Uitlaatgassen brommobielen, bebouwde kom",205,Distikstofoxide,1.A.3,102001_205,energetic_emissions_other_ghg_transport,Mapping heeft alleen sfeerverwarming. Andere verwarming waarschijnlijk hoofdzakelijk biomassa.
102003,"Uitlaatgassen brommobielen, buitenweg",205,Distikstofoxide,1.A.3,102003_205,energetic_emissions_other_ghg_transport,
401107,Mobiele werktuigen containeroverslag,205,Distikstofoxide,1.A.2,401107_205,energetic_emissions_other_ghg_industry,
6800201,Aardgasverbruik landbouw (WKK),205,Distikstofoxide,1.A.4.c,6800201_205,energetic_emissions_other_ghg_agriculture,
6800202,Aardgasverbruik landbouw (niet WKK),205,Distikstofoxide,1.A.4.c,6800202_205,energetic_emissions_other_ghg_agriculture,
930001,"Vliegverkeer, Take Off",205,Distikstofoxide,1.A.3,930001_205,energetic_emissions_other_ghg_transport,
930002,"Vliegverkeer, Climb Out",205,Distikstofoxide,1.A.3,930002_205,energetic_emissions_other_ghg_transport,
930003,"Vliegverkeer, Approach",205,Distikstofoxide,1.A.3,930003_205,energetic_emissions_other_ghg_transport,
930004,"Vliegverkeer, Idle",205,Distikstofoxide,1.A.3,930004_205,energetic_emissions_other_ghg_transport,
930005,"Vliegverkeer, APU",205,Distikstofoxide,1.A.3,930005_205,energetic_emissions_other_ghg_transport,
930007,"Vliegverkeer, GSE",205,Distikstofoxide,1.A.3,930007_205,energetic_emissions_other_ghg_transport,
T102800,SBI 20.16 (per bedrijf): Vervaardiging van kunststof in primaire vorm,641,Overige PFK's,2.B,T102800_641,non_energetic_emissions_other_ghg_chemical_industry,
8914702,"SBI 24.45: Vervaardiging van overige non-ferrometalen, aluminium",908,PFK 14 (Perfluormethaan),2.C,8914702_908,non_energetic_emissions_other_ghg_other_industry,
12102,"Vuurhaarden consumenten, hoofdverwarming woningen",205,Distikstofoxide,1.A.4.b,12102_205,energetic_emissions_other_ghg_households,
230000,Binnenvaart internationaal,205,Distikstofoxide,,230000_205,out_of_scope,
230001,Binnenvaart internationaal duwvaart,205,Distikstofoxide,,230001_205,out_of_scope,
400301,Niet-landbouwbodems,205,Distikstofoxide,,400301_205,out_of_scope,
800700,"Vuurhaarden consumenten, koken",205,Distikstofoxide,1.A.4.b,800700_205,energetic_emissions_other_ghg_households,
800800,"Vuurhaarden consumenten, warm water voorziening",205,Distikstofoxide,1.A.4.b,800800_205,energetic_emissions_other_ghg_households,
8902304,SBI 26: Vervaardiging computers en elektronische en optische apparatuur,205,Distikstofoxide,1.A.2,8902304_205,energetic_emissions_other_ghg_industry,
8912900,SBI 20.149: Basischemie organisch (geen petrochemische producten),205,Distikstofoxide,2.B,8912900_205,non_energetic_emissions_other_ghg_chemical_industry,
8916000,SBI 38.3: Voorbereiding tot recycling,205,Distikstofoxide,1.A.2,8916000_205,energetic_emissions_other_ghg_industry,
T151100,SBI 46/47 (per bedrijf): Detail- en groothandel,205,Distikstofoxide,1.A.4.a.i,T151100_205,energetic_emissions_other_ghg_buildings,
280000,"Ankerligger NCP, Olietankers",205,Distikstofoxide,,280000_205,out_of_scope,
280001,"Ankerligger NCP, Chemie/Gastankers",205,Distikstofoxide,,280001_205,out_of_scope,
280002,"Ankerligger NCP, Bulkcarrier",205,Distikstofoxide,,280002_205,out_of_scope,
280003,"Ankerligger NCP, Containerschepen",205,Distikstofoxide,,280003_205,out_of_scope,
280004,"Ankerligger NCP, Conventioneel stukgoed",205,Distikstofoxide,,280004_205,out_of_scope,
280005,"Ankerligger NCP, Roro lading/autoschepen",205,Distikstofoxide,,280005_205,out_of_scope,
280006,"Ankerligger NCP, Koelschepen",205,Distikstofoxide,,280006_205,out_of_scope,
280007,"Ankerligger NCP, Passagierschepen",205,Distikstofoxide,,280007_205,out_of_scope,
280008,"Ankerligger NCP, Overige schepen",205,Distikstofoxide,,280008_205,out_of_scope,
280009,"Varend NCP, Olietankers",205,Distikstofoxide,,280009_205,out_of_scope,
280010,"Varend NCP, Chemie/Gastankers",205,Distikstofoxide,,280010_205,out_of_scope,
280011,"Varend NCP, Bulkcarrier",205,Distikstofoxide,,280011_205,out_of_scope,
280012,"Varend NCP, Containerschepen",205,Distikstofoxide,,280012_205,out_of_scope,
280013,"Varend NCP, Conventioneel stukgoed",205,Distikstofoxide,,280013_205,out_of_scope,
280014,"Varend NCP, Roro lading/autoschepen",205,Distikstofoxide,,280014_205,out_of_scope,
280015,"Varend NCP, Koelschepen",205,Distikstofoxide,,280015_205,out_of_scope,
280016,"Varend NCP, Passagierschepen",205,Distikstofoxide,,280016_205,out_of_scope,
280017,"Varend NCP, Overige schepen",205,Distikstofoxide,,280017_205,out_of_scope,
280018,"Stilliggend NL, Olietankers",205,Distikstofoxide,,280018_205,out_of_scope,
280019,"Stilliggend NL, Chemie/Gastankers",205,Distikstofoxide,,280019_205,out_of_scope,
280020,"Stilliggend NL, Bulkcarrier",205,Distikstofoxide,,280020_205,out_of_scope,
280021,"Stilliggend NL, Containerschepen",205,Distikstofoxide,,280021_205,out_of_scope,
280022,"Stilliggend NL, Conventioneel stukgoed",205,Distikstofoxide,,280022_205,out_of_scope,
280023,"Stilliggend NL, Roro lading/autoschepen",205,Distikstofoxide,,280023_205,out_of_scope,
280024,"Stilliggend NL, Koelschepen",205,Distikstofoxide,,280024_205,out_of_scope,
280025,"Stilliggend NL, Passagierschepen",205,Distikstofoxide,,280025_205,out_of_scope,
280026,"Stilliggend NL, Overige schepen",205,Distikstofoxide,,280026_205,out_of_scope,
280027,"Varend NL, Olietankers",205,Distikstofoxide,,280027_205,out_of_scope,
280028,"Varend NL, Chemie/Gastankers",205,Distikstofoxide,,280028_205,out_of_scope,
280029,"Varend NL, Bulkcarrier",205,Distikstofoxide,,280029_205,out_of_scope,
280030,"Varend NL, Containerschepen",205,Distikstofoxide,,280030_205,out_of_scope,
280031,"Varend NL, Conventioneel stukgoed",205,Distikstofoxide,,280031_205,out_of_scope,
280032,"Varend NL, Roro lading/autoschepen",205,Distikstofoxide,,280032_205,out_of_scope,
280033,"Varend NL, Koelschepen",205,Distikstofoxide,,280033_205,out_of_scope,
280034,"Varend NL, Passagierschepen",205,Distikstofoxide,,280034_205,out_of_scope,
280035,"Varend NL, Overige schepen",205,Distikstofoxide,,280035_205,out_of_scope,
12102,"Vuurhaarden consumenten, hoofdverwarming woningen",204,Koolstofdioxide,,12102_204,out_of_scope,
230000,Binnenvaart internationaal,204,Koolstofdioxide,,230000_204,out_of_scope,
230001,Binnenvaart internationaal duwvaart,204,Koolstofdioxide,,230001_204,out_of_scope,
800700,"Vuurhaarden consumenten, koken",204,Koolstofdioxide,,800700_204,out_of_scope,
800800,"Vuurhaarden consumenten, warm water voorziening",204,Koolstofdioxide,,800800_204,out_of_scope,
801001,Roken van sigaren,204,Koolstofdioxide,1.A,801001_204,"NA (energetische emissies, volgt uit energiegebruik)",
801002,Roken van sigaretten,204,Koolstofdioxide,1.A,801002_204,"NA (energetische emissies, volgt uit energiegebruik)",
8902304,SBI 26: Vervaardiging computers en elektronische en optische apparatuur,204,Koolstofdioxide,2.B,8902304_204,non_energetic_emissions_co2_chemical_industry,
8916000,SBI 38.3: Voorbereiding tot recycling,204,Koolstofdioxide,2,8916000_204,non_energetic_emissions_co2_other_industry,
E402200,Emissies vanuit stortplaatsen,204,Koolstofdioxide,1.A,E402200_204,"NA (energetische emissies, volgt uit energiegebruik)",
T100201,SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie,204,Koolstofdioxide,1.A,T100201_204,"NA (energetische emissies, volgt uit energiegebruik)",
T100300,SBI 13/14 (per bedrijf): Vervaardiging van textiel en kleding,204,Koolstofdioxide,1.A,T100300_204,"NA (energetische emissies, volgt uit energiegebruik)",
T100600,"SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren",204,Koolstofdioxide,1.A,T100600_204,"NA (energetische emissies, volgt uit energiegebruik)",
T100801,SBI 23.51 (per bedrijf): Vervaardiging van cement,204,Koolstofdioxide,1.A,T100801_204,"NA (energetische emissies, volgt uit energiegebruik)",
T101001,SBI 35.111 (per bedrijf): Elektriciteitsproduktie,204,Koolstofdioxide,2,T101001_204,non_energetic_emissions_co2_other_industry,
T101100,SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten,204,Koolstofdioxide,1.A,T101100_204,"NA (energetische emissies, volgt uit energiegebruik)",
T101702,SBI 20.5 (per bedrijf): Overige chemische producten,204,Koolstofdioxide,1.A,T101702_204,"NA (energetische emissies, volgt uit energiegebruik)","Not included in mapping, only methane and N2O"
T101800,SBI 15.11 (per bedrijf): Leerlooierijen en bontbereiding,204,Koolstofdioxide,1.A,T101800_204,"NA (energetische emissies, volgt uit energiegebruik)",
T102100,"SBI 17.1 (per bedrijf): Vervaardiging van papierpulp, papier en karton",204,Koolstofdioxide,1.A,T102100_204,"NA (energetische emissies, volgt uit energiegebruik)",
T102102,SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie,204,Koolstofdioxide,2,T102102_204,non_energetic_emissions_co2_other_industry,
T102200,SBI 17.2 (per bedrijf): Vervaardiging van papier- en kartonwaren,204,Koolstofdioxide,1.A,T102200_204,"NA (energetische emissies, volgt uit energiegebruik)",
T102201,SBI 19.201 (per bedrijf): Aardolieraffinage,204,Koolstofdioxide,1.A,T102201_204,"NA (energetische emissies, volgt uit energiegebruik)",
T102202,"SBI 24.1-24.3 (per bedrijf): Basismetaalindustrie, verwerking en vervaardiging ijzer en staal",204,Koolstofdioxide,1.A,T102202_204,"NA (energetische emissies, volgt uit energiegebruik)",
T102300,"SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen",204,Koolstofdioxide,1.A,T102300_204,"NA (energetische emissies, volgt uit energiegebruik)",
T102500,SBI 20.13 (per bedrijf): Basischemie anorganisch,204,Koolstofdioxide,2.B,T102500_204,non_energetic_emissions_co2_chemical_industry,
T102501,SBI 20.141 (per bedrijf): Vervaardiging van petrochemische producten,204,Koolstofdioxide,1.A,T102501_204,"NA (energetische emissies, volgt uit energiegebruik)",
T102601,SBI 20.149 (per bedrijf): Basischemie organisch (geen petrochemische producten),204,Koolstofdioxide,2.B,T102601_204,non_energetic_emissions_co2_chemical_industry,
T102700,SBI 20.15 (per bedrijf): Vervaardiging van kunstmeststoffen en stikstofverbindingen,204,Koolstofdioxide,1.A,T102700_204,"NA (energetische emissies, volgt uit energiegebruik)",
T102800,SBI 20.16 (per bedrijf): Vervaardiging van kunststof in primaire vorm,204,Koolstofdioxide,1.A,T102800_204,"NA (energetische emissies, volgt uit energiegebruik)",
T102900,SBI 20.2 (per bedrijf): Chemische bestrijdingsmiddelenindustrie,204,Koolstofdioxide,1.A,T102900_204,"NA (energetische emissies, volgt uit energiegebruik)",
T103000,"SBI 20.3 (per bedrijf): Vervaardiging van verf, lak, vernis, inkt en mastiek",204,Koolstofdioxide,1.A,T103000_204,"NA (energetische emissies, volgt uit energiegebruik)",
T103001,SBI 21.20 (per bedrijf): Vervaardiging van farmaceutische producten (geen grondstoffen),204,Koolstofdioxide,1.A,T103001_204,"NA (energetische emissies, volgt uit energiegebruik)",
T103002,SBI 30 (per bedrijf): Overige transportmiddelen,204,Koolstofdioxide,1.A,T103002_204,"NA (energetische emissies, volgt uit energiegebruik)",
T103100,SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten,204,Koolstofdioxide,2.B,T103100_204,non_energetic_emissions_co2_chemical_industry,
T103200,"SBI 20.4 (per bedrijf): Vervaardiging was- en schoonmaakmiddelen, parfums en cosmetica",204,Koolstofdioxide,1.A,T103200_204,"NA (energetische emissies, volgt uit energiegebruik)",
T103300,SBI 20.52 (per bedrijf): Vervaardiging van lijm en bereide kleefmiddelen,204,Koolstofdioxide,1.A,T103300_204,"NA (energetische emissies, volgt uit energiegebruik)",
T103600,SBI 20.59 (per bedrijf): Vervaardiging van overige chemische producten n.e.g.,204,Koolstofdioxide,1.A,T103600_204,"NA (energetische emissies, volgt uit energiegebruik)",
T103601,SBI 23.1 (per bedrijf): Vervaardiging van glas en glaswerk,204,Koolstofdioxide,2,T103601_204,non_energetic_emissions_co2_other_industry,
T103700,SBI 20.6 (per bedrijf): Vervaardiging van synthetische en kunstmatige vezels,204,Koolstofdioxide,1.A,T103700_204,"NA (energetische emissies, volgt uit energiegebruik)",
T103900,"SBI 49-53 (per bedrijf): Transport, communicatie",204,Koolstofdioxide,1.A,T103900_204,"NA (energetische emissies, volgt uit energiegebruik)",
T104200,SBI 23.2-23.4 (per bedrijf): Vervaardiging van keramische producten,204,Koolstofdioxide,1.A,T104200_204,"NA (energetische emissies, volgt uit energiegebruik)",
T104201,"SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's",204,Koolstofdioxide,1.A,T104201_204,"NA (energetische emissies, volgt uit energiegebruik)",
T104300,SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen,204,Koolstofdioxide,2,T104300_204,non_energetic_emissions_co2_other_industry,
T104501,SBI 23.9 (per bedrijf): Vervaardiging van overige niet-metaalhoudende minerale producten,204,Koolstofdioxide,1.A,T104501_204,"NA (energetische emissies, volgt uit energiegebruik)",
T104700,SBI 20.11 (per bedrijf): Vervaardiging van industriële gassen,204,Koolstofdioxide,1.A,T104700_204,"NA (energetische emissies, volgt uit energiegebruik)",
T104901,SBI 24.5 (per bedrijf): Gieten van metalen,204,Koolstofdioxide,1.A,T104901_204,"NA (energetische emissies, volgt uit energiegebruik)",
T105000,SBI 10.1 (per bedrijf): Slachterijen en vleesverwerking,204,Koolstofdioxide,1.A,T105000_204,"NA (energetische emissies, volgt uit energiegebruik)",
T105100,SBI 10.3 (per bedrijf): Groente- en fruitverwerking,204,Koolstofdioxide,1.A,T105100_204,"NA (energetische emissies, volgt uit energiegebruik)",
T105200,SBI 10.4 (per bedrijf): produktie oliën en vetten,204,Koolstofdioxide,1.A,T105200_204,"NA (energetische emissies, volgt uit energiegebruik)",
T105300,SBI 10.5 (per bedrijf): Zuivelindustrie,204,Koolstofdioxide,1.A,T105300_204,"NA (energetische emissies, volgt uit energiegebruik)",
T105400,SBI 10.6 (per bedrijf): Meelproduktie (excl. zetmeel),204,Koolstofdioxide,1.A,T105400_204,"NA (energetische emissies, volgt uit energiegebruik)",
T105500,SBI 10.9 (per bedrijf): Diervoederindustrie,204,Koolstofdioxide,2,T105500_204,non_energetic_emissions_co2_other_industry,
T105600,SBI 10.8 (per bedrijf): Overige voedingsmiddelenindustrie (exclusief SBI 10.81 en 10.82),204,Koolstofdioxide,1.A,T105600_204,"NA (energetische emissies, volgt uit energiegebruik)",
T105700,SBI 11.07 (per bedrijf): Vervaardiging van dranken,204,Koolstofdioxide,1.A,T105700_204,"NA (energetische emissies, volgt uit energiegebruik)",
T105900,"SBI 18/58 (per bedrijf): Uitgeverijen, drukkerijen, reproductie van opgenomen media",204,Koolstofdioxide,1.A,T105900_204,"NA (energetische emissies, volgt uit energiegebruik)",
T106000,SBI 22.1 (per bedrijf): Vervaardiging van producten van rubber,204,Koolstofdioxide,1.A,T106000_204,"NA (energetische emissies, volgt uit energiegebruik)",
T106100,SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof,204,Koolstofdioxide,1.A,T106100_204,"NA (energetische emissies, volgt uit energiegebruik)",
T106200,SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw),204,Koolstofdioxide,1.A,T106200_204,"NA (energetische emissies, volgt uit energiegebruik)",
T106300,SBI 28 (per bedrijf): Machinebouw,204,Koolstofdioxide,1.A,T106300_204,"NA (energetische emissies, volgt uit energiegebruik)",
T106600,SBI 29 (per bedrijf): Auto-industrie,204,Koolstofdioxide,1.A,T106600_204,"NA (energetische emissies, volgt uit energiegebruik)",
T106900,SBI 31/32 (per bedrijf): Vervaardiging van meubels en overige goederen,204,Koolstofdioxide,1.A,T106900_204,"NA (energetische emissies, volgt uit energiegebruik)",
T107000,SBI 38.3 (per bedrijf): Voorbereiding tot recycling,204,Koolstofdioxide,1.A,T107000_204,"NA (energetische emissies, volgt uit energiegebruik)",
T107001,SBI 84.1 (per bedrijf): Openbaar bestuur,204,Koolstofdioxide,1.A,T107001_204,"NA (energetische emissies, volgt uit energiegebruik)",
T107100,SBI 08 (per bedrijf): Winning van delfstoffen (geen olie en gas),204,Koolstofdioxide,1.A,T107100_204,"NA (energetische emissies, volgt uit energiegebruik)",
T107200,SBI 41-43 (per bedrijf): Bouwnijverheid,204,Koolstofdioxide,1.A,T107200_204,"NA (energetische emissies, volgt uit energiegebruik)",
T107201,SBI 85-88 (per bedrijf): Onderwijs en gezondheids- en welzijnszorg,204,Koolstofdioxide,1.A,T107201_204,"NA (energetische emissies, volgt uit energiegebruik)",
T107300,SBI 06/09.1 (per bedrijf): Aardolie- en gaswinning en dienstverlening voor de aardolie- en aardgaswinning,204,Koolstofdioxide,1.A,T107300_204,"NA (energetische emissies, volgt uit energiegebruik)",
T107500,SBI 45 (per bedrijf): Handel en reparatie van auto's en motorfietsen,204,Koolstofdioxide,1.A,T107500_204,"NA (energetische emissies, volgt uit energiegebruik)",
T107600,"SBI 01 (per bedrijf): Landbouw, jacht en dienstverlening voor de landbouw en jacht",204,Koolstofdioxide,1.A,T107600_204,"NA (energetische emissies, volgt uit energiegebruik)",
T108400,SBI 30.1 (per bedrijf): Scheepsbouw,204,Koolstofdioxide,1.A,T108400_204,"NA (energetische emissies, volgt uit energiegebruik)",
T108500,SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas,204,Koolstofdioxide,1.A,T108500_204,"NA (energetische emissies, volgt uit energiegebruik)",
T109000,"SBI 16 (per bedrijf): Houtindustrie en vervaardiging van artikelen van hout, kurk, riet en vlechtwerk (geen meubels)",204,Koolstofdioxide,1.A,T109000_204,"NA (energetische emissies, volgt uit energiegebruik)",
T111201,SBI 38.2 (per bedrijf): Behandeling van afval,204,Koolstofdioxide,1.A,T111201_204,"NA (energetische emissies, volgt uit energiegebruik)",
T137300,SBI 26/27 (per bedrijf): Elektrotechnische industrie,204,Koolstofdioxide,2.B,T137300_204,non_energetic_emissions_co2_chemical_industry,
T151100,SBI 46/47 (per bedrijf): Detail- en groothandel,204,Koolstofdioxide,1.A,T151100_204,"NA (energetische emissies, volgt uit energiegebruik)",
T400100,"RWZI spui van slibgistingsgas, CO2, individueel",204,Koolstofdioxide,,T400100_204,out_of_scope,
280000,"Ankerligger NCP, Olietankers",204,Koolstofdioxide,,280000_204,out_of_scope,
280001,"Ankerligger NCP, Chemie/Gastankers",204,Koolstofdioxide,,280001_204,out_of_scope,
280002,"Ankerligger NCP, Bulkcarrier",204,Koolstofdioxide,,280002_204,out_of_scope,
280003,"Ankerligger NCP, Containerschepen",204,Koolstofdioxide,,280003_204,out_of_scope,
280004,"Ankerligger NCP, Conventioneel stukgoed",204,Koolstofdioxide,,280004_204,out_of_scope,
