,,Metervraag aardgas,Metervraag aardgas,Metervraag aardgas,Metervraag elektriciteit,Metervraag elektriciteit,Metervraag elektriciteit,Metervraag elektriciteit,Metervraag warmtenet,Metervraag warmtenet,Metervraag waterstof,Metervraag waterstof,Metervraag biomassa,Metervraag biomassa,Metervraag olie,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal
,,koken,warm tapwater,ruimteverwarming,koken,warm tapwater,ruimteverwarming,hulpvraag,warm tapwater,ruimteverwarming,warm tapwater,ruimteverwarming,warm tapwater,ruimteverwarming,ruimteverwarming,aardgas,elektriciteit,warmtenet,waterstof,biomassa,olie,totaal
geo_id,bag_vbo_id,,,,,,,,,,,,,,,,,,,,,
GM0345,'0345010002080937',0.0,,,,,,,,,,,,,,,,,,,,1.03364635
GM0345,'0345010002080940',,,,,,,,,,,,,,,,,,,,,1.03364635
GM0345,'0345010002080943',,,,,,,0.0,,,,,0.0,,,,,,,,,1.03364635
GM0345,'0345010002080946',,,,,,,,,,,,,,,,,,,,,1.03364635
GM0345,'0345010002080949',,,,,,,,,,,,,,,,,,,,,1.03364635
GM0345,'0345010002080952',,,,,,,,,,,,,,,,,,,,,1.03364635
GM0345,'0345010002080955',,,,,,,0.0,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002080958',,,,,,,,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002080961',,,,,,,0.0,0.0,,,,,,,,,,,,,1.0336709
GM0345,'0345010002080964',0.0,,,,,,,,,0.0,,,,,,,,,,,1.0336709
GM0345,'0345010002080967',,,,,,,,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002080970',,,,,,,,0.0,,,,,,,,,,,,,1.0336709
GM0345,'0345010002080973',,,,,,,,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002080976',,,,,,,,0.0,,,,,,,,,,,,,1.0336709
GM0345,'0345010002080979',,,,,,,,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002080982',,,,,,,,,,,,,,,,,,,,,1.03339219
GM0345,'0345010002080985',,,,,,,,0.0,,,,,,,,,,,,,1.03339219
GM0345,'0345010002080988',0.0,,0.0,,,,,0.0,,0.0,,0.0,,,,,,,,,1.03339219
GM0345,'0345010002080991',,,,,,,,,,,,,,,,,,,,,1.02932537
GM0345,'0345010002080994',,,,,0.0,,,,,,,0.0,,0.0,,,,,,,1.03213072
GM0345,'0345010002080996',,,,,,,,,,,,,,,,,,,,,1.02824235
GM0345,'0345010002080999',,,,,,,,,,0.0,,,,,,,,,,,1.02876461
GM0345,'0345010002081002',,,,,,,,,,0.0,,,,,,,,,,,1.03023088
GM0345,'0345010002081006',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.02531588
GM0345,'0345010002081008',,,,,,,0.0,,,,,,,0.0,,,,,,,1.02666211
GM0345,'0345010002081015',0.0,,,,,,,,,,,,,,,,,,,,1.03339219
GM0345,'0345010002081018',,,,,,,,,,,,,,,,,,,,,1.03339219
GM0345,'0345010002081021',,,0.0,,,,,,,,,,,0.0,,,,,,,1.03339219
GM0345,'0345010002081024',0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,,,1.03339219
GM0345,'0345010002081027',,,,,,,,,,,,,,,,,,,,,1.03339219
GM0345,'0345010002081030',,,,,,0.0,,,,,,,,,,,,,,,1.03339219
GM0345,'0345010002081072',,,,,,,,,,,,,,0.0,,,,,,,1.03472877
GM0345,'0345010002081075',,,,,,,,,,0.0,,,,,,,,,,,1.03472877
GM0345,'0345010002081080',,,0.0,,,,,,,,,0.0,,,,,,,,,1.02526557
GM0345,'0345010002081082',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081084',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081086',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081088',0.0,,,,0.0,,,,,0.0,,,,,,,,,,,1.02526557
GM0345,'0345010002081090',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081092',,,,,0.0,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081094',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081096',0.0,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,1.02526557
GM0345,'0345010002081098',,,,,,,,,,,,,,,,,,,,,1.02495718
GM0345,'0345010002081100',,,0.0,,0.0,,,,,,,0.0,,0.0,,,,,,,1.02526557
GM0345,'0345010002081104',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081106',,,,,0.0,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081108',,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,1.02526557
GM0345,'0345010002081110',,,,,,0.0,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081112',,,,,,,,,,0.0,,,,,,,,,,,1.02526557
GM0345,'0345010002081114',,,,,,,,,,0.0,,,,,,,,,,,1.02526557
GM0345,'0345010002081116',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081118',,,,,,0.0,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081120',,,,,,,,,,,,,,0.0,,,,,,,1.02526557
GM0345,'0345010002081122',,,,,,0.0,0.0,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081124',,,,,,,,,,,,,,0.0,,,,,,,1.02495003
GM0345,'0345010002081126',,,,,0.0,,,,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081128',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02495003
GM0345,'0345010002081130',,,,,0.0,,,,,0.0,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081132',,,0.0,,,,,,,,,,,0.0,,,,,,,1.02526557
GM0345,'0345010002081134',,,,,,0.0,,,,,,0.0,,0.0,,,,,,,1.02495003
GM0345,'0345010002081136',,,,,,,,,,0.0,,,,,,,,,,,1.02495003
GM0345,'0345010002081138',,,,,,,0.0,0.0,,,,0.0,,,,,,,,,1.02495718
GM0345,'0345010002081140',,,,,,,,,,0.0,,0.0,,,,,,,,,1.02526557
GM0345,'0345010002081142',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081144',0.0,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081146',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081148',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081150',,,,,0.0,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081152',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081154',0.0,,,,,,,,,0.0,,,,,,,,,,,1.02526557
GM0345,'0345010002081156',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081158',,,,,,,,0.0,,,,,,,,,,,,,1.02495718
GM0345,'0345010002081160',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081162',,,,,,,,,,0.0,,,,,,,,,,,1.02526557
GM0345,'0345010002081164',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081166',,,,,,0.0,,0.0,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081168',,,,,0.0,,,,,,,,,0.0,,,,,,,1.02526557
GM0345,'0345010002081170',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081172',,,,,,,,,,0.0,,,,,,,,,,,1.02526557
GM0345,'0345010002081174',,,,,,,,,,,,,,0.0,,,,,,,1.02495003
GM0345,'0345010002081176',,,,,,,,,,0.0,,,,,,,,,,,1.02494216
GM0345,'0345010002081178',,,,,,,0.0,,,,,,,,,,,,,,1.02494216
GM0345,'0345010002081180',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081182',,,,,,0.0,,,,,,,,,,,,,,,1.02494216
GM0345,'0345010002081184',,,,,,,0.0,,,,,,,0.0,,,,,,,1.02495003
GM0345,'0345010002081186',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081188',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081190',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.02494216
GM0345,'0345010002081192',,,,,,,,,,,,,,,,,,,,,1.02494216
GM0345,'0345010002081194',,,,,,,,0.0,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081196',,,,,,,,,,,,,,,,,,,,,1.02494216
GM0345,'0345010002081198',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081200',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.02495003
GM0345,'0345010002081202',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081204',,,,,,,,,,,,0.0,,0.0,,,,,,,1.02495003
GM0345,'0345010002081206',,,,,,,,,,,,,,,,,,,,,1.02494216
GM0345,'0345010002081208',,,,,0.0,,,,,0.0,,,,,,,,,,,1.02495003
GM0345,'0345010002081210',,,,,,0.0,,,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081212',,,,,,,,,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081214',,,,,,,,,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081216',,,,,,,,,,,,,,0.0,,,,,,,1.02495003
GM0345,'0345010002081218',,,,,,,,,,0.0,,,,,,,,,,,1.02495003
GM0345,'0345010002081220',,,,,,,,,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081222',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081224',,,,,,,,0.0,,,,,,0.0,,,,,,,1.02495003
GM0345,'0345010002081226',,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081228',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081230',,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,1.02495003
GM0345,'0345010002081232',,,,,,,0.0,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081234',,,0.0,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081236',,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,1.02495003
GM0345,'0345010002081238',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081240',,,,,0.0,,,,,0.0,,,,,,,,,,,1.02495003
GM0345,'0345010002081242',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081244',,,,,,,,,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081246',,,,,,,,,,,,0.0,,0.0,,,,,,,1.02495003
GM0345,'0345010002081250',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081252',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081254',,,,,,0.0,,,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081256',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081258',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081260',,,,,,,,,,0.0,,,,,,,,,,,1.02495003
GM0345,'0345010002081262',,,,,,0.0,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081264',,,,,,,,0.0,,,,,,0.0,,,,,,,1.02495003
GM0345,'0345010002081266',,,,,0.0,,0.0,,,,,,,0.0,,,,,,,1.02495003
GM0345,'0345010002081268',,,,,,,0.0,0.0,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081272',,,,,,,,,,0.0,,,,,,,,,,,1.02526557
GM0345,'0345010002081274',,,,,,0.0,,,,,,,,,,,,,,,1.02494216
GM0345,'0345010002081276',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081278',,,,,,0.0,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081280',,,,,,,0.0,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081282',,,,,,,,,,,,,,0.0,,,,,,,1.02495003
GM0345,'0345010002081284',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081286',,,,,,,0.0,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081288',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081290',,,,,,,,,,,,,,,,,,,,,1.03377831
GM0345,'0345010002081292',,,,,,,0.0,0.0,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081294',,,,,0.0,,,,,0.0,,,,,,,,,,,1.02495003
GM0345,'0345010002081296',,,,,,,,,,0.0,,,,,,,,,,,1.02495003
GM0345,'0345010002081298',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081300',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081302',,,,,,,,0.0,,,,,,,,,,,,,1.02494216
GM0345,'0345010002081304',,,,,,,,,,0.0,,0.0,,,,,,,,,1.02495003
GM0345,'0345010002081306',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02495003
GM0345,'0345010002081310',,,,,,,,0.0,,0.0,,,,,,,,,,,1.02495003
GM0345,'0345010002081312',,,,,,,,,,,,,,,,,,,,,1.02526557
GM0345,'0345010002081314',,,,,,,,,,,,,,,,,,,,,1.02495003
GM0345,'0345010002081324',,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,,,1.02924705
GM0345,'0345010002081326',,,,,,,0.0,,,,,,,0.0,,,,,,,1.02497864
GM0345,'0345010002081328',,,,,,,,,,,,,,,,,,,,,1.02860832
GM0345,'0345010002081330',,,,,,,,,,,,,,0.0,,,,,,,1.02924705
GM0345,'0345010002081332',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.02924705
GM0345,'0345010002081334',,,,,,,,,,0.0,,,,0.0,,,,,,,1.02924705
GM0345,'0345010002081336',,,,,,0.0,,,,,,,,,,,,,,,1.02924705
GM0345,'0345010002081338',,,,,,,,,,,,,,0.0,,,,,,,1.02924705
GM0345,'0345010002081340',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02924705
GM0345,'0345010002081342',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.02924705
GM0345,'0345010002081344',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02924705
GM0345,'0345010002081346',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02924705
GM0345,'0345010002081348',,,,,,,,0.0,,,,,,0.0,,,,,,,1.02924705
GM0345,'0345010002081350',,,,,0.0,,,,,0.0,,,,,,,,,,,1.02924705
GM0345,'0345010002081352',,,,,,,,0.0,,,,,,,,,,,,,1.02924705
GM0345,'0345010002081354',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02924705
GM0345,'0345010002081356',,,,,,,,,,,,,,,,,,,,,1.02924705
GM0345,'0345010002081358',,,,,,,,0.0,,,,,,,,,,,,,1.02924705
GM0345,'0345010002081360',,,,,0.0,,0.0,,,0.0,,,,,,,,,,,1.02924705
GM0345,'0345010002081362',,,,,,,0.0,,,,,,,,,,,,,,1.02723145
GM0345,'0345010002081364',,,,,,,,,,,,,,,,,,,,,1.02876461
GM0345,'0345010002081366',,,,,,,,0.0,,,,,,,,,,,,,1.02924705
GM0345,'0345010002081368',,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,1.02924705
GM0345,'0345010002081370',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02924705
GM0345,'0345010002081372',,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,1.02924705
GM0345,'0345010002081374',,,,,,,,,,,,,,,,,,,,,1.02924705
GM0345,'0345010002081376',,,,,,,,0.0,,,,,,,,,,,,,1.02924705
GM0345,'0345010002081378',,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,1.02924705
GM0345,'0345010002081380',,,,,,0.0,,,,,,,,,,,,,,,1.02924705
GM0345,'0345010002081382',,,,,,,,,,0.0,,,,,,,,,,,1.02924705
GM0345,'0345010002081384',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02924705
GM0345,'0345010002081386',,,,,,,,,,,,,,,,,,,,,1.02924705
GM0345,'0345010002081388',,,,,,0.0,,,,,,,,,,,,,,,1.03286684
GM0345,'0345010002081390',,,,,,,0.0,,,,,,,0.0,,,,,,,1.02667069
GM0345,'0345010002081392',,,,,,,,,,,,,,,,,,,,,1.02667069
GM0345,'0345010002081394',,,,,,,,,,,,,,,,,,,,,1.02498806
GM0345,'0345010002081397',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.02557814
GM0345,'0345010002081399',,,,,,,,,,0.0,,,,0.0,,,,,,,1.0269779
GM0345,'0345010002081401',,,,,,0.0,,,,,,,,,,,,,,,1.02527452
GM0345,'0345010002081403',,,,,,,,,,,,,,0.0,,,,,,,1.02893925
GM0345,'0345010002081405',,,0.0,,,,,,,,,,,0.0,,,,,,,1.03331697
GM0345,'0345010002081407',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.02925861
GM0345,'0345010002081409',,,,,,,0.0,0.0,,,,0.0,,,,,,,,,1.03497672
GM0345,'0345010002081413',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02800608
GM0345,'0345010002081415',,,,,,,,0.0,,,,,,,,,,,,,1.02800608
GM0345,'0345010002081417',,,,,,,,,,,,,,,,,,,,,1.02800608
GM0345,'0345010002081419',,,,,,,,,,,,,,,,,,,,,1.02767515
GM0345,'0345010002081421',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02900541
GM0345,'0345010002081423',,,,,,,,,,,,,,,,,,,,,1.03335083
GM0345,'0345010002081426',,,,,,,,,,,,,,,,,,,,,1.02227294
GM0345,'0345010002081430',,,,,,,0.0,,,,,,,,,,,,,,1.02924705
GM0345,'0345010002081432',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02924705
GM0345,'0345010002081438',,,,,,,,,,,,,,,,,,,,,1.0282954
GM0345,'0345010002081440',,,,,,,,,,,,,,,,,,,,,1.0282954
GM0345,'0345010002081442',,,,,0.0,,,0.0,,0.0,,,,,,,,,,,1.0282954
GM0345,'0345010002081444',,,,,,,0.0,,,0.0,,,,,,,,,,,1.0282954
GM0345,'0345010002081451',,,,,,,,0.0,,,,0.0,,,,,,,,,1.02031505
GM0345,'0345010002081453',,,,,,,,,,,,,,,,,,,,,1.03548932
GM0345,'0345010002081457',,,,,,,,,,,,,,,,,,,,,1.02526891
GM0345,'0345010002081467',,,,,,,,,,0.0,,0.0,,,,,,,,,1.02531588
GM0345,'0345010002081469',,,,,,0.0,,,,,,,,,,,,,,,1.02531588
GM0345,'0345010002081471',,,,,,,,,,0.0,,,,,,,,,,,1.02531588
GM0345,'0345010002081473',,,,,,,0.0,,,0.0,,,,,,,,,,,1.02531588
GM0345,'0345010002081475',,,,,,,,,,,,,,,,,,,,,1.02531588
GM0345,'0345010002081477',,,,,,0.0,,,,,,,,,,,,,,,1.02531588
GM0345,'0345010002081479',,,,,,,0.0,,,,,,,0.0,,,,,,,1.02531207
GM0345,'0345010002081481',,,,,,,,,,,,,,,,,,,,,1.02531207
GM0345,'0345010002081483',,,,,,,,,,,,,,0.0,,,,,,,1.02531207
GM0345,'0345010002081485',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.02531207
GM0345,'0345010002081487',,,,,,,,,,,,,,0.0,,,,,,,1.03215563
GM0345,'0345010002081489',,,,,,0.0,,,,,,,,,,,,,,,1.02892852
GM0345,'0345010002081491',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02892852
GM0345,'0345010002081493',,,,,,0.0,,,,,,,,,,,,,,,1.02133381
GM0345,'0345010002081495',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.0213263
GM0345,'0345010002081497',,,,,,,0.0,,,,,0.0,,,,,,,,,1.03028023
GM0345,'0345010002081500',,,,,,0.0,,,,,,,,,,,,,,,1.0282656
GM0345,'0345010002081502',,,,,,,,0.0,,,,,,0.0,,,,,,,1.0282656
GM0345,'0345010002081504',,,,,0.0,,,,,0.0,,,,,,,,,,,1.02858639
GM0345,'0345010002081506',,,,,,,,,,,,,,,,,,,,,1.02858639
GM0345,'0345010002081508',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02858639
GM0345,'0345010002081510',,,,,,,,,,,,,,,,,,,,,1.02858639
GM0345,'0345010002081512',,,,,,,,,,,,,,,,,,,,,1.02858639
GM0345,'0345010002081514',,,,,,,,,,0.0,,,,,,,,,,,1.02858639
GM0345,'0345010002081516',,,,,,,,,,0.0,,,,,,,,,,,1.02858639
GM0345,'0345010002081518',,,,,,,,,,,,,,,,,,,,,1.02858639
GM0345,'0345010002081520',,,,,,,,,,,,,,,,,,,,,1.02858639
GM0345,'0345010002081522',,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,1.02858639
GM0345,'0345010002081524',,,,,,,,,,0.0,,,,,,,,,,,1.02858639
GM0345,'0345010002081526',,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,1.02858639
GM0345,'0345010002081529',,,,,,,,,,,,,,,,,,,,,1.02061164
GM0345,'0345010002081531',,,,,,,,,,,,,,,,,,,,,1.02961826
GM0345,'0345010002081543',,,,,,3.0513541029971227,,,,0.0,,0.0,,0.0,,,,,,,1.03446257
GM0345,'0345010002081545',,,0.0,,,,,,,,,,,0.0,,,,,,,1.03446257
GM0345,'0345010002081547',0.0,,,,,,,0.0,,0.0,,,,,,,,,,,1.03446257
GM0345,'0345010002081549',,,,,,,,,,0.0,,,,,,,,,,,1.03446257
GM0345,'0345010002081551',,,0.0,,,,,,,,,,,,,,,,,,1.03446257
GM0345,'0345010002081553',,,,,,,,,,,,,,0.0,,,,,,,1.03446257
GM0345,'0345010002081555',,,,,,,0.0,,,,,,,0.0,,,,,,,1.03443539
GM0345,'0345010002081559',,,0.0,,,,,,,,,,,,,,,,,,1.03443539
GM0345,'0345010002081563',,,0.0,,,,,,,,,,,0.0,,,,,,,1.0341934
GM0345,'0345010002081565',0.0,,,,,,,0.0,,,,0.0,,,,,,,,,1.0341934
GM0345,'0345010002081567',,,,,,,,,,,,,,0.0,,,,,,,1.0341934
GM0345,'0345010002081569',,,,,,,,,,,,,,,,,,,,,1.0341934
GM0345,'0345010002081571',,,,,,,,,,,,,,0.0,,,,,,,1.0341934
GM0345,'0345010002081575',,,,,,,,,,,,,,,,,,,,,1.0341934
GM0345,'0345010002081577',0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,,,1.0341934
GM0345,'0345010002081581',,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,,1.0341934
GM0345,'0345010002081583',,,,,,,,,,,,,,0.0,,,,,,,1.0341934
GM0345,'0345010002081585',,,,,,,,0.0,,,,,,,,,,,,,1.03416705
GM0345,'0345010002081587',,,,,,,,,,,,,,,,,,,,,1.03416705
GM0345,'0345010002081589',,,,,,,,,,,,,,,,,,,,,1.0341934
GM0345,'0345010002081591',,,,,,,0.0,,,,,0.0,,,,,,,,,1.0341934
GM0345,'0345010002081597',,,,,,,,,,,,,,,,,,,,,1.03416705
GM0345,'0345010002081601',,,,,,,,,,,,,,,,,,,,,1.03443539
GM0345,'0345010002081603',,,,,,,0.0,,,,,,,,,,,,,,1.03443539
GM0345,'0345010002081607',,,,,,,0.0,,,0.0,,,,,,,,,,,1.03443539
GM0345,'0345010002081609',,,,,,,,,,,,,,,,,,,,,1.03443539
GM0345,'0345010002081611',,,,,,,,,,,,,,,,,,,,,1.03443539
GM0345,'0345010002081613',0.0,,,,,,,0.0,,0.0,,,,,,,,,,,1.03443539
GM0345,'0345010002081615',,,,,,,0.0,,,0.0,,,,,,,,,,,1.03443539
GM0345,'0345010002081621',,,,,,,,0.0,,,,0.0,,,,,,,,,1.03443539
GM0345,'0345010002081623',,,,,,,,,,,,,,,,,,,,,1.03443539
GM0345,'0345010002081625',,,,,,,,,,,,,,,,,,,,,1.03443539
GM0345,'0345010002081627',,,,,,,,,,0.0,,0.0,,,,,,,,,1.03443539
GM0345,'0345010002081629',,,,,,,,,,,,,,,,,,,,,1.03443539
GM0345,'0345010002081631',,,,,,,,,,0.0,,,,,,,,,,,1.0339216
GM0345,'0345010002081633',,,,,,,0.0,,,0.0,,,,,,,,,,,1.0339216
GM0345,'0345010002081658',,,,,,,,,,,,,,,,,,,,,1.02624357
GM0345,'0345010002081670',,,,,,0.0,,,,,,,,,,,,,,,1.02525616
GM0345,'0345010002081695',,,,,,,0.0,,,,,,,0.0,,,,,,,1.03467238
GM0345,'0345010002081732',,,,,,,,,,,,,,,,,,,,,1.02660835
GM0345,'0345010002081735',,,,,,,,,,,,,,0.0,,,,,,,1.02660835
GM0345,'0345010002081738',,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.02660835
GM0345,'0345010002081741',,,,,,,,,,,,,,0.0,,,,,,,1.02660835
GM0345,'0345010002081744',,,,,,0.0,,,,,,,,,,,,,,,1.02660835
GM0345,'0345010002081752',,,,,,0.0,,,,,,,,0.0,,,,,,,1.02693272
GM0345,'0345010002081755',,,,,,0.0,,,,,,,,,,,,,,,1.02693272
GM0345,'0345010002081758',,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,1.02693272
GM0345,'0345010002081761',,,,,,,0.0,,,,,0.0,,,,,,,,,1.02693272
GM0345,'0345010002081764',,,,,,0.0,,,,,,,,,,,,,,,1.02693272
GM0345,'0345010002081767',,,,,,,,0.0,,,,,,0.0,,,,,,,1.02693272
GM0345,'0345010002081770',,,,,0.0,,,,,0.0,,,,,,,,,,,1.02693272
GM0345,'0345010002081799',,,,,,,,,,,,,,,,,,,,,1.03364635
GM0345,'0345010002081802',,,,,,,0.0,,,,,0.0,,,,,,,,,1.03364635
GM0345,'0345010002081805',,,,,,,,,,,,,,,,,,,,,1.03364635
GM0345,'0345010002081808',,,,,,,,,,,,,,,,,,,,,1.03364635
GM0345,'0345010002081811',,,,,,,,,,0.0,,,,,,,,,,,1.03364635
GM0345,'0345010002081814',,,,,,,,,,0.0,,,,,,,,,,,1.03364635
GM0345,'0345010002081816',,,,,,,,,,,,,,,,,,,,,1.03364635
GM0345,'0345010002081820',,,,,,,,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002081822',0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,,1.0336709
GM0345,'0345010002081824',,,,,,,,,,0.0,,,,,,,,,,,1.0336709
GM0345,'0345010002081826',,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,,1.0336709
GM0345,'0345010002081828',,,,,,,,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002081830',,,0.0,,,,,0.0,,,,,,,,,,,,,1.0336709
GM0345,'0345010002081832',,,,,,,,,,0.0,,0.0,,0.0,,,,,,,1.0336709
GM0345,'0345010002081834',,,,,,,,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002081836',,,,,,,,,,0.0,,,,,,,,,,,1.0336709
GM0345,'0345010002081838',,,,,,,0.0,,,0.0,,,,,,,,,,,1.0336709
GM0345,'0345010002081840',,,,,,,,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002081842',,,,,,,,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002081844',,,,,,,0.0,,,,,,,0.0,,,,,,,1.0336709
GM0345,'0345010002081846',,,,,,,,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002081848',,,,,,,,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002081850',0.0,,,,,,,0.0,,,,0.0,,,,,,,,,1.0336709
GM0345,'0345010002081852',,,,,,,,,,0.0,,,,0.0,,,,,,,1.0336709
GM0345,'0345010002081855',,,,,,,,,,,,,,,,,,,,,1.0336709
GM0345,'0345010002081857',,,0.0,,,,,,,,,,,0.0,,,,,,,1.0336709
GM0345,'0345010002081859',,,0.0,,,,,,,,,,,0.0,,,,,,,1.0336709
