# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,    T
# 
  260,19970702,   14,  200
  260,19970702,   15,  187
  260,19970702,   16,  179
  260,19970702,   17,  161
  260,19970702,   18,  157
  260,19970702,   19,  151
  260,19970702,   20,  160
  260,19970702,   21,  154
  260,19970702,   22,  131
  260,19970702,   23,  123
  260,19970702,   24,  123
  260,19970703,    1,  114
  260,19970703,    2,  106
  260,19970703,    3,  104
  260,19970703,    4,  103
  260,19970703,    5,  114
  260,19970703,    6,  126
  260,19970703,    7,  149
  260,19970703,    8,  163
  260,19970703,    9,  164
  260,19970703,   10,  181
  260,19970703,   11,  187
  260,19970703,   12,  176
  260,19970703,   13,  184
  260,19970703,   14,  190
  260,19970703,   15,  179
  260,19970703,   16,  184
  260,19970703,   17,  181
  260,19970703,   18,  153
  260,19970703,   19,  147
  260,19970703,   20,  138
  260,19970703,   21,  126
  260,19970703,   22,  122
  260,19970703,   23,  130
  260,19970703,   24,  123
  260,19970704,    1,  109
  260,19970704,    2,  111
  260,19970704,    3,   95
  260,19970704,    4,   94
  260,19970704,    5,  111
  260,19970704,    6,  128
  260,19970704,    7,  149
  260,19970704,    8,  164
  260,19970704,    9,  178
  260,19970704,   10,  187
  260,19970704,   11,  167
  260,19970704,   12,  192
  260,19970704,   13,  196
  260,19970704,   14,  208
  260,19970704,   15,  214
  260,19970704,   16,  187
  260,19970704,   17,  170
  260,19970704,   18,  169
  260,19970704,   19,  162
  260,19970704,   20,  159
  260,19970704,   21,  151
  260,19970704,   22,  146
  260,19970704,   23,  137
  260,19970704,   24,  126
  260,19970705,    1,  131
  260,19970705,    2,  125
  260,19970705,    3,  128
  260,19970705,    4,  129
  260,19970705,    5,  141
  260,19970705,    6,  149
  260,19970705,    7,  161
  260,19970705,    8,  172
  260,19970705,    9,  190
  260,19970705,   10,  178
  260,19970705,   11,  189
  260,19970705,   12,  189
  260,19970705,   13,  181
  260,19970705,   14,  173
  260,19970705,   15,  191
  260,19970705,   16,  173
  260,19970705,   17,  167
  260,19970705,   18,  174
  260,19970705,   19,  164
  260,19970705,   20,  154
  260,19970705,   21,  140
  260,19970705,   22,  128
  260,19970705,   23,  115
  260,19970705,   24,  108
  260,19970706,    1,  106
  260,19970706,    2,  105
  260,19970706,    3,   98
  260,19970706,    4,   99
  260,19970706,    5,  115
  260,19970706,    6,  141
  260,19970706,    7,  151
  260,19970706,    8,  160
  260,19970706,    9,  157
  260,19970706,   10,  157
  260,19970706,   11,  150
  260,19970706,   12,  144
  260,19970706,   13,  144
  260,19970706,   14,  150
  260,19970706,   15,  162
  260,19970706,   16,  169
  260,19970706,   17,  175
  260,19970706,   18,  176
  260,19970706,   19,  174
  260,19970706,   20,  165
  260,19970706,   21,  150
  260,19970706,   22,  148
  260,19970706,   23,  148
  260,19970706,   24,  148
  260,19970707,    1,  146
  260,19970707,    2,  143
  260,19970707,    3,  136
  260,19970707,    4,  130
  260,19970707,    5,  141
  260,19970707,    6,  145
  260,19970707,    7,  154
  260,19970707,    8,  173
  260,19970707,    9,  188
  260,19970707,   10,  197
  260,19970707,   11,  207
  260,19970707,   12,  211
  260,19970707,   13,  205
  260,19970707,   14,  208
  260,19970707,   15,  216
  260,19970707,   16,  215
  260,19970707,   17,  208
  260,19970707,   18,  207
  260,19970707,   19,  194
  260,19970707,   20,  180
  260,19970707,   21,  169
  260,19970707,   22,  156
  260,19970707,   23,  139
  260,19970707,   24,  129
  260,19970708,    1,  123
  260,19970708,    2,  132
  260,19970708,    3,  143
  260,19970708,    4,  145
  260,19970708,    5,  145
  260,19970708,    6,  155
  260,19970708,    7,  165
  260,19970708,    8,  169
  260,19970708,    9,  171
  260,19970708,   10,  177
  260,19970708,   11,  183
  260,19970708,   12,  191
  260,19970708,   13,  204
  260,19970708,   14,  210
  260,19970708,   15,  215
  260,19970708,   16,  217
  260,19970708,   17,  215
  260,19970708,   18,  207
  260,19970708,   19,  196
  260,19970708,   20,  187
  260,19970708,   21,  174
  260,19970708,   22,  164
  260,19970708,   23,  162
  260,19970708,   24,  151
  260,19970709,    1,  147
  260,19970709,    2,  145
  260,19970709,    3,  146
  260,19970709,    4,  148
  260,19970709,    5,  149
  260,19970709,    6,  153
  260,19970709,    7,  157
  260,19970709,    8,  172
  260,19970709,    9,  180
  260,19970709,   10,  182
  260,19970709,   11,  188
  260,19970709,   12,  184
  260,19970709,   13,  186
  260,19970709,   14,  196
  260,19970709,   15,  195
  260,19970709,   16,  199
  260,19970709,   17,  195
  260,19970709,   18,  189
  260,19970709,   19,  179
  260,19970709,   20,  168
  260,19970709,   21,  158
  260,19970709,   22,  149
  260,19970709,   23,  139
  260,19970709,   24,  133
  260,19970710,    1,  130
  260,19970710,    2,  124
  260,19970710,    3,  130
  260,19970710,    4,  129
  260,19970710,    5,  138
  260,19970710,    6,  142
  260,19970710,    7,  147
  260,19970710,    8,  152
  260,19970710,    9,  161
  260,19970710,   10,  188
  260,19970710,   11,  204
  260,19970710,   12,  213
  260,19970710,   13,  225
  260,19970710,   14,  228
  260,19970710,   15,  228
  260,19970710,   16,  224
  260,19970710,   17,  227
  260,19970710,   18,  218
  260,19970710,   19,  214
  260,19970710,   20,  187
  260,19970710,   21,  188
  260,19970710,   22,  176
  260,19970710,   23,  163
  260,19970710,   24,  158
  260,19970711,    1,  153
  260,19970711,    2,  144
  260,19970711,    3,  135
  260,19970711,    4,  129
  260,19970711,    5,  144
  260,19970711,    6,  169
  260,19970711,    7,  197
  260,19970711,    8,  221
  260,19970711,    9,  239
  260,19970711,   10,  242
  260,19970711,   11,  251
  260,19970711,   12,  247
  260,19970711,   13,  251
  260,19970711,   14,  251
  260,19970711,   15,  258
  260,19970711,   16,  258
  260,19970711,   17,  259
  260,19970711,   18,  248
  260,19970711,   19,  234
  260,19970711,   20,  217
  260,19970711,   21,  197
  260,19970711,   22,  195
  260,19970711,   23,  185
  260,19970711,   24,  174
  260,19970712,    1,  178
  260,19970712,    2,  180
  260,19970712,    3,  173
  260,19970712,    4,  174
  260,19970712,    5,  172
  260,19970712,    6,  183
  260,19970712,    7,  192
  260,19970712,    8,  222
  260,19970712,    9,  236
  260,19970712,   10,  243
  260,19970712,   11,  252
  260,19970712,   12,  263
  260,19970712,   13,  255
  260,19970712,   14,  250
  260,19970712,   15,  249
  260,19970712,   16,  239
  260,19970712,   17,  235
  260,19970712,   18,  226
  260,19970712,   19,  212
  260,19970712,   20,  196
  260,19970712,   21,  181
  260,19970712,   22,  178
  260,19970712,   23,  156
  260,19970712,   24,  148
  260,19970713,    1,  143
  260,19970713,    2,  136
  260,19970713,    3,  134
  260,19970713,    4,  145
  260,19970713,    5,  163
  260,19970713,    6,  170
  260,19970713,    7,  188
  260,19970713,    8,  207
  260,19970713,    9,  223
  260,19970713,   10,  232
  260,19970713,   11,  235
  260,19970713,   12,  241
  260,19970713,   13,  247
  260,19970713,   14,  251
  260,19970713,   15,  250
  260,19970713,   16,  241
  260,19970713,   17,  230
  260,19970713,   18,  212
  260,19970713,   19,  217
  260,19970713,   20,  206
  260,19970713,   21,  183
  260,19970713,   22,  168
  260,19970713,   23,  166
  260,19970713,   24,  161
  260,19970714,    1,  152
  260,19970714,    2,  146
  260,19970714,    3,  148
  260,19970714,    4,  146
  260,19970714,    5,  148
  260,19970714,    6,  169
  260,19970714,    7,  200
  260,19970714,    8,  211
  260,19970714,    9,  214
  260,19970714,   10,  204
  260,19970714,   11,  217
  260,19970714,   12,  224
  260,19970714,   13,  220
  260,19970714,   14,  227
  260,19970714,   15,  225
  260,19970714,   16,  214
  260,19970714,   17,  211
  260,19970714,   18,  203
  260,19970714,   19,  186
  260,19970714,   20,  170
  260,19970714,   21,  163
  260,19970714,   22,  153
  260,19970714,   23,  140
  260,19970714,   24,  136
  260,19970715,    1,  129
  260,19970715,    2,  120
  260,19970715,    3,  130
  260,19970715,    4,  127
  260,19970715,    5,  146
  260,19970715,    6,  157
  260,19970715,    7,  174
  260,19970715,    8,  183
  260,19970715,    9,  196
  260,19970715,   10,  162
  260,19970715,   11,  166
  260,19970715,   12,  186
  260,19970715,   13,  210
  260,19970715,   14,  202
  260,19970715,   15,  192
  260,19970715,   16,  210
  260,19970715,   17,  204
  260,19970715,   18,  198
  260,19970715,   19,  191
  260,19970715,   20,  168
  260,19970715,   21,  154
  260,19970715,   22,  150
  260,19970715,   23,  148
  260,19970715,   24,  152
  260,19970716,    1,  149
  260,19970716,    2,  153
  260,19970716,    3,  160
  260,19970716,    4,  159
  260,19970716,    5,  159
  260,19970716,    6,  171
  260,19970716,    7,  169
  260,19970716,    8,  172
  260,19970716,    9,  189
  260,19970716,   10,  179
  260,19970716,   11,  184
  260,19970716,   12,  195
  260,19970716,   13,  200
  260,19970716,   14,  203
  260,19970716,   15,  197
  260,19970716,   16,  194
  260,19970716,   17,  191
  260,19970716,   18,  185
  260,19970716,   19,  180
  260,19970716,   20,  175
  260,19970716,   21,  171
  260,19970716,   22,  171
  260,19970716,   23,  169
  260,19970716,   24,  167
  260,19970717,    1,  166
  260,19970717,    2,  162
  260,19970717,    3,  164
  260,19970717,    4,  163
  260,19970717,    5,  164
  260,19970717,    6,  172
  260,19970717,    7,  184
  260,19970717,    8,  186
  260,19970717,    9,  187
  260,19970717,   10,  193
  260,19970717,   11,  201
  260,19970717,   12,  211
  260,19970717,   13,  202
  260,19970717,   14,  172
  260,19970717,   15,  161
  260,19970717,   16,  159
  260,19970717,   17,  161
  260,19970717,   18,  161
  260,19970717,   19,  157
  260,19970717,   20,  149
  260,19970717,   21,  146
  260,19970717,   22,  141
  260,19970717,   23,  134
  260,19970717,   24,  133
  260,19970718,    1,  141
  260,19970718,    2,  142
  260,19970718,    3,  138
  260,19970718,    4,  132
  260,19970718,    5,  133
  260,19970718,    6,  149
  260,19970718,    7,  162
  260,19970718,    8,  166
  260,19970718,    9,  167
  260,19970718,   10,  170
  260,19970718,   11,  165
  260,19970718,   12,  174
  260,19970718,   13,  190
  260,19970718,   14,  192
  260,19970718,   15,  197
  260,19970718,   16,  182
  260,19970718,   17,  167
  260,19970718,   18,  185
  260,19970718,   19,  174
  260,19970718,   20,  171
  260,19970718,   21,  170
  260,19970718,   22,  167
  260,19970718,   23,  161
  260,19970718,   24,  161
  260,19970719,    1,  161
  260,19970719,    2,  159
  260,19970719,    3,  156
  260,19970719,    4,  145
  260,19970719,    5,  149
  260,19970719,    6,  160
  260,19970719,    7,  181
  260,19970719,    8,  197
  260,19970719,    9,  211
  260,19970719,   10,  218
  260,19970719,   11,  225
  260,19970719,   12,  223
  260,19970719,   13,  225
  260,19970719,   14,  226
  260,19970719,   15,  228
  260,19970719,   16,  221
  260,19970719,   17,  218
  260,19970719,   18,  212
  260,19970719,   19,  199
  260,19970719,   20,  184
  260,19970719,   21,  173
  260,19970719,   22,  165
  260,19970719,   23,  164
  260,19970719,   24,  162
  260,19970720,    1,  155
  260,19970720,    2,  148
  260,19970720,    3,  147
  260,19970720,    4,  144
  260,19970720,    5,  143
  260,19970720,    6,  159
  260,19970720,    7,  172
  260,19970720,    8,  197
  260,19970720,    9,  206
  260,19970720,   10,  204
  260,19970720,   11,  219
  260,19970720,   12,  223
  260,19970720,   13,  206
  260,19970720,   14,  227
  260,19970720,   15,  222
  260,19970720,   16,  227
  260,19970720,   17,  225
  260,19970720,   18,  214
  260,19970720,   19,  202
  260,19970720,   20,  192
  260,19970720,   21,  176
  260,19970720,   22,  159
  260,19970720,   23,  153
  260,19970720,   24,  158
  260,19970721,    1,  159
  260,19970721,    2,  164
  260,19970721,    3,  164
  260,19970721,    4,  164
  260,19970721,    5,  166
  260,19970721,    6,  171
  260,19970721,    7,  175
  260,19970721,    8,  181
  260,19970721,    9,  196
  260,19970721,   10,  211
  260,19970721,   11,  220
  260,19970721,   12,  225
  260,19970721,   13,  224
  260,19970721,   14,  220
  260,19970721,   15,  203
  260,19970721,   16,  202
  260,19970721,   17,  183
  260,19970721,   18,  182
  260,19970721,   19,  176
  260,19970721,   20,  170
  260,19970721,   21,  171
  260,19970721,   22,  170
  260,19970721,   23,  174
  260,19970721,   24,  174
  260,19970722,    1,  174
  260,19970722,    2,  169
  260,19970722,    3,  169
  260,19970722,    4,  169
  260,19970722,    5,  171
  260,19970722,    6,  173
  260,19970722,    7,  176
  260,19970722,    8,  180
  260,19970722,    9,  183
  260,19970722,   10,  191
  260,19970722,   11,  207
  260,19970722,   12,  205
  260,19970722,   13,  207
  260,19970722,   14,  211
  260,19970722,   15,  209
  260,19970722,   16,  208
  260,19970722,   17,  207
  260,19970722,   18,  203
  260,19970722,   19,  185
  260,19970722,   20,  172
  260,19970722,   21,  159
  260,19970722,   22,  159
  260,19970722,   23,  168
  260,19970722,   24,  170
  260,19970723,    1,  163
  260,19970723,    2,  161
  260,19970723,    3,  139
  260,19970723,    4,  124
  260,19970723,    5,  134
  260,19970723,    6,  164
  260,19970723,    7,  181
  260,19970723,    8,  193
  260,19970723,    9,  201
  260,19970723,   10,  208
  260,19970723,   11,  215
  260,19970723,   12,  219
  260,19970723,   13,  227
  260,19970723,   14,  232
  260,19970723,   15,  238
  260,19970723,   16,  240
  260,19970723,   17,  238
  260,19970723,   18,  231
  260,19970723,   19,  208
  260,19970723,   20,  171
  260,19970723,   21,  150
  260,19970723,   22,  139
  260,19970723,   23,  135
  260,19970723,   24,  128
  260,19970724,    1,  125
  260,19970724,    2,  123
  260,19970724,    3,  122
  260,19970724,    4,  122
  260,19970724,    5,  127
  260,19970724,    6,  172
  260,19970724,    7,  184
  260,19970724,    8,  196
  260,19970724,    9,  205
  260,19970724,   10,  216
  260,19970724,   11,  202
  260,19970724,   12,  195
  260,19970724,   13,  198
  260,19970724,   14,  187
  260,19970724,   15,  196
  260,19970724,   16,  209
  260,19970724,   17,  207
  260,19970724,   18,  206
  260,19970724,   19,  197
  260,19970724,   20,  188
  260,19970724,   21,  164
  260,19970724,   22,  149
  260,19970724,   23,  148
  260,19970724,   24,  154
  260,19970725,    1,  149
  260,19970725,    2,  156
  260,19970725,    3,  161
  260,19970725,    4,  156
  260,19970725,    5,  151
  260,19970725,    6,  153
  260,19970725,    7,  153
  260,19970725,    8,  158
  260,19970725,    9,  174
  260,19970725,   10,  183
  260,19970725,   11,  171
  260,19970725,   12,  161
  260,19970725,   13,  173
  260,19970725,   14,  167
  260,19970725,   15,  165
  260,19970725,   16,  175
  260,19970725,   17,  181
  260,19970725,   18,  175
  260,19970725,   19,  170
  260,19970725,   20,  166
  260,19970725,   21,  162
  260,19970725,   22,  157
  260,19970725,   23,  151
  260,19970725,   24,  156
  260,19970726,    1,  159
  260,19970726,    2,  154
  260,19970726,    3,  154
  260,19970726,    4,  152
  260,19970726,    5,  144
  260,19970726,    6,  163
  260,19970726,    7,  173
  260,19970726,    8,  184
  260,19970726,    9,  197
  260,19970726,   10,  200
  260,19970726,   11,  215
  260,19970726,   12,  220
  260,19970726,   13,  222
  260,19970726,   14,  219
  260,19970726,   15,  221
  260,19970726,   16,  217
  260,19970726,   17,  212
  260,19970726,   18,  200
  260,19970726,   19,  186
  260,19970726,   20,  183
  260,19970726,   21,  170
  260,19970726,   22,  171
  260,19970726,   23,  178
  260,19970726,   24,  180
  260,19970727,    1,  183
  260,19970727,    2,  179
  260,19970727,    3,  179
  260,19970727,    4,  179
  260,19970727,    5,  174
  260,19970727,    6,  174
  260,19970727,    7,  181
  260,19970727,    8,  186
  260,19970727,    9,  168
  260,19970727,   10,  172
  260,19970727,   11,  178
  260,19970727,   12,  172
  260,19970727,   13,  178
  260,19970727,   14,  183
  260,19970727,   15,  179
  260,19970727,   16,  178
  260,19970727,   17,  175
  260,19970727,   18,  177
  260,19970727,   19,  167
  260,19970727,   20,  155
  260,19970727,   21,  136
  260,19970727,   22,  133
  260,19970727,   23,  124
  260,19970727,   24,  110
  260,19970728,    1,   98
  260,19970728,    2,   99
  260,19970728,    3,   97
  260,19970728,    4,   98
  260,19970728,    5,  109
  260,19970728,    6,  142
  260,19970728,    7,  177
  260,19970728,    8,  199
  260,19970728,    9,  210
  260,19970728,   10,  222
  260,19970728,   11,  217
  260,19970728,   12,  223
  260,19970728,   13,  233
  260,19970728,   14,  221
  260,19970728,   15,  228
  260,19970728,   16,  232
  260,19970728,   17,  211
  260,19970728,   18,  208
  260,19970728,   19,  194
  260,19970728,   20,  173
  260,19970728,   21,  148
  260,19970728,   22,  144
  260,19970728,   23,  130
  260,19970728,   24,  122
  260,19970729,    1,  117
  260,19970729,    2,  112
  260,19970729,    3,  109
  260,19970729,    4,  102
  260,19970729,    5,  118
  260,19970729,    6,  152
  260,19970729,    7,  184
  260,19970729,    8,  211
  260,19970729,    9,  217
  260,19970729,   10,  227
  260,19970729,   11,  228
  260,19970729,   12,  233
  260,19970729,   13,  235
  260,19970729,   14,  235
  260,19970729,   15,  238
  260,19970729,   16,  236
  260,19970729,   17,  236
  260,19970729,   18,  231
  260,19970729,   19,  193
  260,19970729,   20,  171
  260,19970729,   21,  156
  260,19970729,   22,  151
  260,19970729,   23,  143
  260,19970729,   24,  144
  260,19970730,    1,  142
  260,19970730,    2,  154
  260,19970730,    3,  147
  260,19970730,    4,  148
  260,19970730,    5,  156
  260,19970730,    6,  166
  260,19970730,    7,  188
  260,19970730,    8,  197
  260,19970730,    9,  214
  260,19970730,   10,  229
  260,19970730,   11,  227
  260,19970730,   12,  230
  260,19970730,   13,  216
  260,19970730,   14,  214
  260,19970730,   15,  213
  260,19970730,   16,  218
  260,19970730,   17,  211
  260,19970730,   18,  206
  260,19970730,   19,  184
  260,19970730,   20,  160
  260,19970730,   21,  145
  260,19970730,   22,  136
  260,19970730,   23,  139
  260,19970730,   24,  153
  260,19970731,    1,  156
  260,19970731,    2,  160
  260,19970731,    3,  159
  260,19970731,    4,  166
  260,19970731,    5,  161
  260,19970731,    6,  166
  260,19970731,    7,  171
  260,19970731,    8,  172
  260,19970731,    9,  173
  260,19970731,   10,  169
  260,19970731,   11,  178
  260,19970731,   12,  181
  260,19970731,   13,  179
  260,19970731,   14,  157
  260,19970731,   15,  167
  260,19970731,   16,  171
  260,19970731,   17,  161
  260,19970731,   18,  160
  260,19970731,   19,  148
  260,19970731,   20,  145
  260,19970731,   21,  138
  260,19970731,   22,  144
  260,19970731,   23,  142
  260,19970731,   24,  147
  260,19970801,    1,  147
  260,19970801,    2,  145
  260,19970801,    3,  144
  260,19970801,    4,  147
  260,19970801,    5,  150
  260,19970801,    6,  154
  260,19970801,    7,  160
  260,19970801,    8,  161
  260,19970801,    9,  164
  260,19970801,   10,  183
  260,19970801,   11,  184
  260,19970801,   12,  188
  260,19970801,   13,  204
  260,19970801,   14,  203
  260,19970801,   15,  196
  260,19970801,   16,  187
  260,19970801,   17,  185
  260,19970801,   18,  174
  260,19970801,   19,  165
  260,19970801,   20,  163
  260,19970801,   21,  164
  260,19970801,   22,  163
  260,19970801,   23,  165
  260,19970801,   24,  167
  260,19970802,    1,  168
  260,19970802,    2,  171
  260,19970802,    3,  172
  260,19970802,    4,  174
  260,19970802,    5,  176
  260,19970802,    6,  178
  260,19970802,    7,  182
  260,19970802,    8,  191
  260,19970802,    9,  203
  260,19970802,   10,  213
  260,19970802,   11,  220
  260,19970802,   12,  210
  260,19970802,   13,  222
  260,19970802,   14,  227
  260,19970802,   15,  204
  260,19970802,   16,  210
  260,19970802,   17,  210
  260,19970802,   18,  208
  260,19970802,   19,  194
  260,19970802,   20,  168
  260,19970802,   21,  153
  260,19970802,   22,  153
  260,19970802,   23,  160
  260,19970802,   24,  156
  260,19970803,    1,  150
  260,19970803,    2,  152
  260,19970803,    3,  144
  260,19970803,    4,  151
  260,19970803,    5,  153
  260,19970803,    6,  159
  260,19970803,    7,  168
  260,19970803,    8,  174
  260,19970803,    9,  182
  260,19970803,   10,  195
  260,19970803,   11,  200
  260,19970803,   12,  206
  260,19970803,   13,  208
  260,19970803,   14,  205
  260,19970803,   15,  200
  260,19970803,   16,  199
  260,19970803,   17,  193
  260,19970803,   18,  189
  260,19970803,   19,  188
  260,19970803,   20,  186
  260,19970803,   21,  183
  260,19970803,   22,  180
  260,19970803,   23,  175
  260,19970803,   24,  168
  260,19970804,    1,  166
  260,19970804,    2,  161
  260,19970804,    3,  161
  260,19970804,    4,  157
  260,19970804,    5,  154
  260,19970804,    6,  159
  260,19970804,    7,  169
  260,19970804,    8,  181
  260,19970804,    9,  195
  260,19970804,   10,  207
  260,19970804,   11,  216
  260,19970804,   12,  224
  260,19970804,   13,  228
  260,19970804,   14,  230
  260,19970804,   15,  225
  260,19970804,   16,  226
  260,19970804,   17,  219
  260,19970804,   18,  213
  260,19970804,   19,  200
  260,19970804,   20,  187
  260,19970804,   21,  173
  260,19970804,   22,  161
  260,19970804,   23,  152
  260,19970804,   24,  144
  260,19970805,    1,  137
  260,19970805,    2,  132
  260,19970805,    3,  123
  260,19970805,    4,  123
  260,19970805,    5,  125
  260,19970805,    6,  139
  260,19970805,    7,  152
  260,19970805,    8,  164
  260,19970805,    9,  184
  260,19970805,   10,  194
  260,19970805,   11,  200
  260,19970805,   12,  222
  260,19970805,   13,  224
  260,19970805,   14,  241
  260,19970805,   15,  245
  260,19970805,   16,  251
  260,19970805,   17,  246
  260,19970805,   18,  239
  260,19970805,   19,  227
  260,19970805,   20,  206
  260,19970805,   21,  190
  260,19970805,   22,  188
  260,19970805,   23,  184
  260,19970805,   24,  177
  260,19970806,    1,  170
  260,19970806,    2,  171
  260,19970806,    3,  169
  260,19970806,    4,  167
  260,19970806,    5,  167
  260,19970806,    6,  180
  260,19970806,    7,  201
  260,19970806,    8,  222
  260,19970806,    9,  242
  260,19970806,   10,  250
  260,19970806,   11,  256
  260,19970806,   12,  264
  260,19970806,   13,  268
  260,19970806,   14,  269
  260,19970806,   15,  271
  260,19970806,   16,  267
  260,19970806,   17,  262
  260,19970806,   18,  254
  260,19970806,   19,  240
  260,19970806,   20,  225
  260,19970806,   21,  216
  260,19970806,   22,  208
  260,19970806,   23,  200
  260,19970806,   24,  195
  260,19970807,    1,  185
  260,19970807,    2,  180
  260,19970807,    3,  174
  260,19970807,    4,  162
  260,19970807,    5,  167
  260,19970807,    6,  186
  260,19970807,    7,  205
  260,19970807,    8,  226
  260,19970807,    9,  246
  260,19970807,   10,  248
  260,19970807,   11,  257
  260,19970807,   12,  266
  260,19970807,   13,  273
  260,19970807,   14,  275
  260,19970807,   15,  275
  260,19970807,   16,  268
  260,19970807,   17,  267
  260,19970807,   18,  261
  260,19970807,   19,  248
  260,19970807,   20,  236
  260,19970807,   21,  228
  260,19970807,   22,  218
  260,19970807,   23,  209
  260,19970807,   24,  197
  260,19970808,    1,  181
  260,19970808,    2,  173
  260,19970808,    3,  175
  260,19970808,    4,  165
  260,19970808,    5,  171
  260,19970808,    6,  194
  260,19970808,    7,  215
  260,19970808,    8,  241
  260,19970808,    9,  259
  260,19970808,   10,  271
  260,19970808,   11,  277
  260,19970808,   12,  285
  260,19970808,   13,  282
  260,19970808,   14,  291
  260,19970808,   15,  288
  260,19970808,   16,  288
  260,19970808,   17,  286
  260,19970808,   18,  259
  260,19970808,   19,  229
  260,19970808,   20,  202
  260,19970808,   21,  185
  260,19970808,   22,  191
  260,19970808,   23,  191
  260,19970808,   24,  174
  260,19970809,    1,  153
  260,19970809,    2,  148
  260,19970809,    3,  143
  260,19970809,    4,  133
  260,19970809,    5,  137
  260,19970809,    6,  181
  260,19970809,    7,  216
  260,19970809,    8,  237
  260,19970809,    9,  257
  260,19970809,   10,  275
  260,19970809,   11,  283
  260,19970809,   12,  291
  260,19970809,   13,  292
  260,19970809,   14,  294
  260,19970809,   15,  296
  260,19970809,   16,  292
  260,19970809,   17,  293
  260,19970809,   18,  280
  260,19970809,   19,  264
  260,19970809,   20,  229
  260,19970809,   21,  197
  260,19970809,   22,  197
  260,19970809,   23,  179
  260,19970809,   24,  178
  260,19970810,    1,  169
  260,19970810,    2,  171
  260,19970810,    3,  171
  260,19970810,    4,  172
  260,19970810,    5,  162
  260,19970810,    6,  186
  260,19970810,    7,  219
  260,19970810,    8,  249
  260,19970810,    9,  259
  260,19970810,   10,  281
  260,19970810,   11,  296
  260,19970810,   12,  303
  260,19970810,   13,  306
  260,19970810,   14,  311
  260,19970810,   15,  310
  260,19970810,   16,  305
  260,19970810,   17,  296
  260,19970810,   18,  286
  260,19970810,   19,  272
  260,19970810,   20,  255
  260,19970810,   21,  242
  260,19970810,   22,  230
  260,19970810,   23,  222
  260,19970810,   24,  213
  260,19970811,    1,  211
  260,19970811,    2,  190
  260,19970811,    3,  176
  260,19970811,    4,  179
  260,19970811,    5,  190
  260,19970811,    6,  208
  260,19970811,    7,  225
  260,19970811,    8,  249
  260,19970811,    9,  259
  260,19970811,   10,  276
  260,19970811,   11,  289
  260,19970811,   12,  296
  260,19970811,   13,  304
  260,19970811,   14,  306
  260,19970811,   15,  309
  260,19970811,   16,  312
  260,19970811,   17,  308
  260,19970811,   18,  294
  260,19970811,   19,  270
  260,19970811,   20,  244
  260,19970811,   21,  223
  260,19970811,   22,  225
  260,19970811,   23,  217
  260,19970811,   24,  206
  260,19970812,    1,  190
  260,19970812,    2,  188
  260,19970812,    3,  180
  260,19970812,    4,  177
  260,19970812,    5,  178
  260,19970812,    6,  217
  260,19970812,    7,  230
  260,19970812,    8,  248
  260,19970812,    9,  263
  260,19970812,   10,  277
  260,19970812,   11,  299
  260,19970812,   12,  303
  260,19970812,   13,  300
  260,19970812,   14,  306
  260,19970812,   15,  314
  260,19970812,   16,  311
  260,19970812,   17,  308
  260,19970812,   18,  289
  260,19970812,   19,  239
  260,19970812,   20,  208
  260,19970812,   21,  195
  260,19970812,   22,  182
  260,19970812,   23,  174
  260,19970812,   24,  162
  260,19970813,    1,  153
  260,19970813,    2,  149
  260,19970813,    3,  142
  260,19970813,    4,  138
  260,19970813,    5,  143
  260,19970813,    6,  184
  260,19970813,    7,  222
  260,19970813,    8,  240
  260,19970813,    9,  270
  260,19970813,   10,  280
  260,19970813,   11,  291
  260,19970813,   12,  303
  260,19970813,   13,  311
  260,19970813,   14,  318
  260,19970813,   15,  317
  260,19970813,   16,  305
  260,19970813,   17,  292
  260,19970813,   18,  256
  260,19970813,   19,  235
  260,19970813,   20,  224
  260,19970813,   21,  212
  260,19970813,   22,  203
  260,19970813,   23,  201
  260,19970813,   24,  193
  260,19970814,    1,  184
  260,19970814,    2,  170
  260,19970814,    3,  152
  260,19970814,    4,  163
  260,19970814,    5,  171
  260,19970814,    6,  179
  260,19970814,    7,  190
  260,19970814,    8,  202
  260,19970814,    9,  201
  260,19970814,   10,  201
  260,19970814,   11,  211
  260,19970814,   12,  211
  260,19970814,   13,  208
  260,19970814,   14,  214
  260,19970814,   15,  224
  260,19970814,   16,  217
  260,19970814,   17,  211
